compound_identifier,original_name,cleaned_name,IUPAC name,name_comments
5214C,italicene,,,
5215C,"italicene (2,11-cycloacor-3-ene)",,,
5216C,italicene ether,,,
5217C,jasmone,,,
5218C,jinkoh-eremol,,,
5219C,junelol,,,
5220C,junenol,,,
5221C,junicedranol,,,
5222C,junicedranone,,,
5223C,junipene,,,
5224C,juniper camphor,,,
5225C,karahaenylacetate,,,
5226C,karahanaenone,,,
5227C,kaur-15-ene,,,
5228C,kaur-16-ene,,,
5229C,kaur-16-one,,,
5230C,kaurene,,,
5231C,kaurene-16-ol,,,
5232C,kessana isomer,,,
5233C,kessaneisomer,,,
5234C,kessanylacetate,,,
5235C,kessyl alcohol,,,
5236C,kessylacetate,,,
5237C,ketones,,,
5238C,keurenal,,,
5239C,keurenene,,,
5240C,khusian-2-ol,,,
5241C,khusilol,,,
5242C,khusimene,,,
5243C,khusimol,,,
5244C,khusimone,,,
5245C,khusinol,,,
5246C,khusinol acetate,,,
5247C,khusiol,,,
5248C,kongol,,,
5249C,kouren-19-ol,,,
5250C,kourenoic acid,,,
5251C,kushimone,,,
5252C,l-(-)menthol,,,
5253C,l-borneol,,,
5254C,l-bornyl acetate,,,
5255C,l-bornylacetate,,,
5256C,l-phellandrene,,,
5257C,"labda-7,14-dien-13-ol",,,
5258C,"labda-8,13(e)-dien-15-ol",,,
5259C,"labda-8,14-dien-13-ol",,,
5260C,lachnophyllum gamma-lactone,,,
5261C,lachnophyllumlactone,,,
5262C,lacintha furanone e,,,
5263C,lacintha furanone f,,,
5264C,lacintha furanone g,,,
5265C,lacintha furanone h,,,
5266C,lanalyl acetate,,,
5267C,lanceol,,,
5268C,lantadene a,,,
5269C,lantadene b,,,
5270C,lantadene c,,,
5271C,lantadene d,,,
5272C,latifolone,,,
5273C,lauric acid,,,
5274C,lauryl acetate,,,
5275C,lavandulol,,,
5276C,lavandulyl-2-methyl butyrate,,,
5277C,lavandulyle-2-methylbutyrate,,,
5278C,lavender lactone,,,
5279C,lavindolol,,,
5280C,lebaicone,,,
5281C,ledan,,,
5282C,ledene (impure),,,
5283C,ledene alcohol,,,
5284C,ledene oxide ii,,,
5285C,ledeneoxide,,,
5286C,ledeneoxide (ii),,,
5287C,ledol+rosifoliol,,,
5288C,lenchone,,,
5289C,lepidozenal,,,
5290C,leptospermone,,,
5291C,Levomenol,,,
5292C,liguloxide,,,
5293C,lilac alcohol,,,
5294C,lilac alcohol formate a,,,
5295C,lilac aldehyde (ismoer ii),,,
5296C,lilac aldehyde (isomer i),,,
5297C,lilac aldehyde isomer a,,,
5298C,lilac aldehyde isomer b,,,
5299C,limonen-10-ol,,,
5300C,limonen-4-ol,,,
5301C,limonene aldehyde,,,
5302C,limonene diepoxide,,,
5303C,limonene diol,,,
5304C,limonene dioxide,,,
5305C,limonene oxide,,,
5306C,limonene oxide c,,,
5307C,limonene(~25%)+beta-phellandrene(~75%),,,
5308C,limonene(~85%)+beta-phellandrene(~15%),,,
5309C,"limonene+1,8-cineole",,,
5310C,limonene+beta phellandrene,,,
5311C,linalol,,,
5312C,linalolb,,,
5313C,linaloo,,,
5314C,"linalool 3,7 - oxide",,,
5315C,linalool acetate,,,
5316C,linalool anthranilate,,,
5317C,linalool butyrate,,,
5318C,linalool oxide (pyranoid) i,,,
5319C,linalool oxide (pyranoid) ii,,,
5320C,linalool oxide a,,,
5321C,linalool oxide acetate,,,
5322C,linalool oxide acetate (pyranoid),,,
5323C,linalool oxide b,,,
5324C,linalool oxide i (pyr.),,,
5325C,linalool oxide ii (pyr.) (+ 2-phenylethyl acetate),,,
5326C,linalool oxidee,,,
5327C,linalool oxidef,,,
5328C,linalool+alpha-campholenic aldehyde,,,
5329C,linalool+linalylacetate,,,
5330C,linalool+trans-sabinenehydrate,,,
5331C,linaloolÂ oxideÂ aÂ (furanoid),,,
5332C,linaloolÂ oxideÂ bÂ (furanoid),,,
5333C,linalyl alcohol,,,
5334C,linalyl formate,,,
5335C,linalyl isovalerate,,,
5336C,linalyl propanoate,,,
5337C,linalyl valerate,,,
5338C,linalylÂ acetate,,,
5339C,linalylÂ propanoate,,,
5340C,linaool,,,
5341C,linarodin,,,
5342C,linoleic acid/linolenic acid,,,
5343C,linoleic acid/osthole,,,
5344C,linoleic acid+osthole,,,
5345C,linolenic acid,,,
5346C,linolenic acids,,,
5347C,linolic acid,,,
5348C,linylacetate,,,
5349C,lionoleic acid,,,
5350C,lippiaphenol (diosphenolene),,,
5351C,lobulol,,,
5352C,longibornene,,,
5353C,longiborneol,,,
5354C,longibornyl acetate,,,
5355C,longicamphenylone,,,
5356C,longicyclene,,,
5357C,longifolene,,,
5358C,longifolol,,,
5359C,longifolon,,,
5360C,longipinene,,,
5361C,longipinene epoxide,,,
5362C,lynalyl propionate,,,
5363C,lyral,,,
5364C,lyratyl acetate,,,
5365C,lyratyl propionate,,,
5366C,m-camphorene,,,
5367C,m-cresolacetate,,,
5368C,m-cumen-8-ol,,,
5369C,m-cuminol,,,
5370C,m-cymen-8-ol,,,
5371C,m-cymene,,,
5372C,m-cymene-8-ol,,,
5373C,"m-menth-4,8-diene",,,
5374C,"m-mentha-1(7),8-diene",,,
5375C,"m-mentha-6,8-diene",,,
5376C,m-pyrol,,,
5377C,m-tolualdehyde,,,
5378C,m-xylene,,,
5379C,maaliol,,,
5380C,maltol,,,
5381C,manoyl oxide,,,
5382C,manoylÂ oxide,,,
5383C,massoia lactone,,,
5384C,matricaria ester,,,
5385C,mayurone,,,
5386C,"megastigma-4,6(e),8(z)-triene",,,
5387C,"megastigma-4,8-dien-6-ol",,,
5388C,megastigmatrienone,,,
5389C,mehtyl eugenol,,,
5390C,melaleucol,,,
5391C,melitol,,,
5392C,mellein,,,
5393C,melthylthymol,,,
5394C,menth-1-en-7-al,,,
5395C,menth-1-en-9-ol,,,
5396C,"menth-1,5-diene-8-ol",,,
5397C,menth-2-en-1-ol,,,
5398C,"mentha-1(7),8-diene",,,
5399C,"mentha-1(7),8-meta-diene",,,
5400C,"mentha-1,5-dien-8-ol",,,
5401C,mentha-2-en-1-ol,,,
5402C,"mentha-2,8-diene",,,
5403C,"mentha-2,8-dienes",,,
5404C,mentha-Â 1.5-dien-8-ol,,,
5405C,menthen-9-al,,,
5406C,menthol+neoisomenthol,,,
5407C,menthol+terpinen-4-ol +p-cymen-8-ol,,,
5408C,menthone+butylangelate,,,
5409C,menthyl chavicol,,,
5410C,menthyl salicylate,,,
5411C,menthyl thymol,,,
5412C,menthylÂ acetate,,,
5413C,mesitylene isomer,,,
5414C,mesytilene,,,
5415C,methanethiol,,,
5416C,methional,,,
5417C,"methoxy-4,5-methylenedioxy propiophenone isomer i",,,
5418C,"methoxy-4,5-methylenedioxy propiophenone isomer ii",,,
5419C,methoxymethyl benzene,,,
5420C,methyl-2-(methylthio)acetate,,,
5421C,methyl-2-amino-3-methoxylbenzoate,,,
5422C,methyl-2-butoxy benzoate,,,
5423C,methyl-2-ethyl hexadecanoate,,,
5424C,methyl-2-hydroxy-3-methyl pentanoate,,,
5425C,methyl-2-hydroxy-3-methyl valerate,,,
5426C,methyl-2-hydroxy-4-methoxybenzoate,,,
5427C,methyl-2-hydroxy-4-methyl pentanoate,,,
5428C,methyl-2-hydroxy-4-methyl valerate,,,
5429C,methyl-2-hydroxy benzoate,,,
5430C,methyl-2-methyl-2-(e)-butanoate,,,
5431C,methyl-2-methyl butyrate,,,
5432C,methyl-2-methyl octanoate,,,
5433C,methyl-2-methyl propionate,,,
5434C,methyl-2-octanoate,,,
5435C,methyl-2-pentenoate,,,
5436C,methyl-2-propenyl disulfide,,,
5437C,"methyl-2,3,6-trimethyl benzoate",,,
5438C,methyl-3-(methylthio)-(e)-2-propenoate,,,
5439C,methyl-3-hydroxy butanoate,,,
5440C,methyl-3-hydroxy decanoate,,,
5441C,methyl-3-hydroxy hexadecanoate,,,
5442C,methyl-3-hydroxy hexanoate,,,
5443C,methyl-3-hydroxy pentanoate,,,
5444C,methyl-3-hydroxy tetradecanoate,,,
5445C,methyl-3-methyl-2-butanoate,,,
5446C,methyl-3-methyl-2-butenoate,,,
5447C,methyl-3-phenylpropionate,,,
5448C,"methyl-3,4-dihydroxy benzoate",,,
5449C,"methyl-3,5-dihydroxy benzoate",,,
5450C,methyl-4-heptanone,,,
5451C,methyl-4-hydroxy benzoate,,,
5452C,methyl-4-methoxy benzoate,,,
5453C,methyl-4-methoxy salicylate,,,
5454C,methyl-4-oxooctanaoate,,,
5455C,methyl-9-hexadecenoate,,,
5456C,"methyl-9,12-hexadecadienoate",,,
5457C,"methyl-9,12-octadecadienoate",,,
5458C,"methyl-9,12,15-octadecatrienoate",,,
5459C,methyl-alpha-teresentalic acid,,,
5460C,methyl-beta-cyclogeranate,,,
5461C,methyl-m-hydroxybenzoate,,,
5462C,methyl-n-methyl anthranilate,,,
5463C,methyl-o-methyl benzoate,,,
5464C,methyl-p-anisate,,,
5465C,methyl-p-hydroxybenzoate,,,
5466C,methyl-p-methoxycinnamate,,,
5467C,methyl (e)-2-butenoate,,,
5468C,methyl (e)-2-hexenoate,,,
5469C,methyl (e)-2-methyl-2-butenoate [methyl tiglate],,,
5470C,methyl (e)-2-octenoate,,,
5471C,methyl (e)-cinnamate,,,
5472C,methyl (e)-crotonate,,,
5473C,methyl (e)-dec-2-enoate,,,
5474C,methyl (e)-dihydrojasmonate,,,
5475C,methyl (e)-isoeugenol,,,
5476C,"methyl (e)-trans-a-2,3-epoxybergamota-2,10-dien-12-oate",,,
5477C,"methyl (e)-trans-alpha-bergamota-2,10-dien-12-oate",,,
5478C,methyl (z)-2-butenoate,,,
5479C,methyl (z)-4-octenoate,,,
5480C,methyl (z)-9-octadecenoate,,,
5481C,methyl (z)-9-oleate,,,
5482C,methyl (z)-cinnamate,,,
5483C,methyl (z)-dihydrojasmonate,,,
5484C,"methyl (z,z)-9,12-octadecadienoate",,,
5485C,methyl 2-furoate,,,
5486C,methyl 2-hydroxy-2-methylbutanoate,,,
5487C,methyl 2-hydroxy-3-methylpentanoate,,,
5488C,methyl 2-hydroxy-4-methyl pentanoate,,,
5489C,methyl 2-hydroxybutanoate,,,
5490C,methyl 2-hydroxyisopentanoate,,,
5491C,methyl 2-methylbutanoate,,,
5492C,methyl 4-hydroxybenzoate,,,
5493C,methyl acetylbutanoate,,,
5494C,methyl allyl disulfide,,,
5495C,methyl anisate,,,
5496C,methyl anisole,,,
5497C,methyl behenate (methyl docosanoate),,,
5498C,methyl benzothiophene,,,
5499C,methyl butanoate,,,
5500C,methyl butyl-2-methyl butyrate,,,
5501C,methyl butyrate,,,
5502C,methyl calicylate,,,
5503C,methyl camphenolate,,,
5504C,methyl caracrol,,,
5505C,methyl carvacrol ether,,,
5506C,methyl cinnamate,,,
5507C,methyl citronellate,,,
5508C,methyl cyclohexadiene,,,
5509C,methyl decanoate,,,
5510C,methyl dibenzothiophene,,,
5511C,methyl dodecanoate,,,
5512C,methyl dodecanoate+unknown,,,
5513C,methyl eicosanoate,,,
5514C,methyl eudesmate,,,
5515C,methyl eugenol derivative,,,
5516C,methyl eugenol*,,,
5517C,methyl farnesate,,,
5518C,methyl furan,,,
5519C,methyl furoate,,,
5520C,methyl geraniate,,,
5521C,methyl guaiacol,,,
5522C,methyl heptadecane,,,
5523C,methyl heptadecanoate,,,
5524C,methyl heptanoate,,,
5525C,methyl hexadcanoate,,,
5526C,methyl hexadecadienoate,,,
5527C,methyl hexadecanaote,,,
5528C,methyl hexadecane,,,
5529C,methyl hexadecanoate,,,
5530C,methyl hexadecenoate,,,
5531C,methyl hexanoate,,,
5532C,methyl hydrocinnamate,,,
5533C,methyl indoline,,,
5534C,methyl inolenate,,,
5535C,methyl isobutyl ketone,,,
5536C,methyl isobutyrate,,,
5537C,methyl isoeogenol,,,
5538C,methyl isoeuganol,,,
5539C,methyl isoeugenol,,,
5540C,methyl isoeugenols,,,
5541C,methyl isothymol,,,
5542C,methyl jasmonate,,,
5543C,methyl lavender ketone,,,
5544C,methyl linoleate,,,
5545C,methyl linolenate,,,
5546C,methyl methyl thiocyanate,,,
5547C,methyl methylthioacetate,,,
5548C,methyl mrytenate,,,
5549C,methyl myristate,,,
5550C,methyl myrtenate,,,
5551C,methyl naphthalene,,,
5552C,methyl neranate,,,
5553C,methyl nerate,,,
5554C,methyl nerolate,,,
5555C,methyl nonanoate,,,
5556C,methyl nonaoate,,,
5557C,methyl nonatriacontane,,,
5558C,methyl octadecane,,,
5559C,methyl octadecanoate,,,
5560C,methyl oleate,,,
5561C,methyl palmitoleate,,,
5562C,methyl pentadecanoate,,,
5563C,methyl pentadecanoate-ms,,,
5564C,methyl pentyltetrasulfide,,,
5565C,methyl perillate,,,
5566C,methyl phenyl ether,,,
5567C,methyl phenylacetate,,,
5568C,methyl phenylpropanoate,,,
5569C,methyl physeterate,,,
5570C,methyl propanoate,,,
5571C,methyl propionate,,,
5572C,methyl propyl sulphide,,,
5573C,methyl propyldisulfide,,,
5574C,methyl pyrazine,,,
5575C,methyl quinoline,,,
5576C,methyl salicilate,,,
5577C,methyl salicyclate,,,
5578C,methyl salicylate*,,,
5579C,Methyl thiobenzoate,,,
5580C,methyl thymolmethyl ether,,,
5581C,methyl thyrnol,,,
5582C,methyl tiglate,,,
5583C,methyl tridecanoate,,,
5584C,methyl valerate,,,
5585C,methyl vinylbutyrolactone,,,
5586C,methylÂ chavicol,,,
5587C,methylÂ citronellate,,,
5588C,methylÂ eugenol,,,
5589C,methylÂ salicylate,,,
5590C,methylchavicol,,,
5591C,methylcyclohexane,,,
5592C,methyleugenol,,,
5593C,methylgeranate,,,
5594C,methylsalicylate,,,
5595C,miniatone,,,
5596C,mint ketone,,,
5597C,mint lactone,,,
5598C,mint lactone isomer (in mixture),,,
5599C,mintoxide,,,
5600C,mintoxide i,,,
5601C,mintoxide ii,,,
5602C,mintsulfide,,,
5603C,mintsulphide,,,
5604C,mircene,,,
5605C,modheph-2-ene,,,
5606C,modhephene,,,
5607C,monoolein,,,
5608C,monoterpene hydrocarbons,,,
5609C,mu-cadinol,,,
5610C,mu-muurolol,,,
5611C,murrol acetate,,,
5612C,muscone,,,
5613C,musk ambrette,,,
5614C,mustakone,,,
5615C,muurol-5-en-4-alpha-ol,,,
5616C,muurol-5-en-4-beta-ol,,,
5617C,muurol-5-en-4-ol,,,
5618C,muurol-5-en-4alpha-ol,,,
5619C,"muurola-3,5-diene",,,
5620C,muurola-4(14)-5-diene,,,
5621C,"muurola-4(14),5-diene",,,
5622C,"muurola-4,10(14)-dien-1-ol",,,
5623C,"muurola-4,10(14)-dien-1beta-ol",,,
5624C,"muurola-4,11-diene",,,
5625C,muuroladiene,,,
5626C,muurolene,,,
5627C,muurolene-14-oxy-alpha,,,
5628C,muurolol,,,
5629C,myrcene-8-ol,,,
5630C,myrcene-8-yl acetate,,,
5631C,myrcene + alpha-phellandrene,,,
5632C,myrcene+3-octanol,,,
5633C,myrcenene,,,
5634C,myrcenone,,,
5635C,myrcenone*,,,
5636C,myrene,,,
5637C,myrigalone,,,
5638C,myristic acid,,,
5639C,myristic acid 2679,,,
5640C,myrtanal,,,
5641C,myrtenal + isoamyl tiglate,,,
5642C,myrtenal + myrtenol,,,
5643C,myrtenal acetate,,,
5644C,myrtenal+myrtenol,,,
5645C,myrtenol+beta-cuprenene,,,
5646C,myrtenole,,,
5647C,myrtenyl formate,,,
5648C,myrtenyl isovalerate,,,
5649C,mytenol,,,
5650C,mytenyl acetate,,,
5651C,n-acetyltyramine,,,
5652C,n-butyl-n-dodecanoate,,,
5653C,n-butyl acetate,,,
5654C,n-butylbenzene,,,
5655C,n-containing compounds,,,
5656C,n-decanal,,,
5657C,n-decane,,,
5658C,n-decanol,,,
5659C,n-docasane,,,
5660C,n-docosane,,,
5661C,n-dodecane,,,
5662C,n-dodecanol,,,
5663C,n-eicosane,,,
5664C,n-heptacosane,,,
5665C,n-heptanal,,,
5666C,n-heptane,,,
5667C,n-heptylsalicylate,,,
5668C,n-hexacosane,,,
5669C,n-hexadecanoic acid,,,
5670C,n-hexadecanol,,,
5671C,n-hexanal,,,
5672C,n-hexane,,,
5673C,n-hexyl benzoate,,,
5674C,n-hexyl isovalerate,,,
5675C,n-methyl-n-phenylformamide,,,
5676C,n-nonane,,,
5677C,n-nonanol,,,
5678C,n-nuciferyl acetate,,,
5679C,n-nuciferylacetate,,,
5680C,n-octacosane,,,
5681C,n-octadecane,,,
5682C,n-octadecanol,,,
5683C,n-octane,,,
5684C,n-octanol,,,
5685C,n-octylacetate,,,
5686C,n-pentacosane,,,
5687C,n-pentane,,,
5688C,n-propyl benzamine,,,
5689C,n-propyl benzene,,,
5690C,n-tetracosane,,,
5691C,n-tetradecane,,,
5692C,n-tetradecanol,,,
5693C,n-tricosane,,,
5694C,n-tridecane,,,
5695C,n-tridecanol,,,
5696C,"n,n-diphenylformamide",,,
5697C,n.i.,,,
5698C,"naphthalene 1,2-dihydro-",,,
5699C,"naphthalene,1,2,3,4-tetrahydro-",,,
5700C,napinone,,,
5701C,napthalene,,,
5702C,nd,,,
5703C,neaphthalene,,,
5704C,necrodylacetate isomer,,,
5705C,neo-3-thujanol,,,
5706C,neo-abienol,,,
5707C,neo-abietol,,,
5708C,neo-allo-ocirnene,,,
5709C,neo-alpha-clovene,,,
5710C,neo-curdione,,,
5711C,neo-dihydro carveol,,,
5712C,neo-dihydrocarveol,,,
5713C,neo-dihydrocarvyl acetate,,,
5714C,neo-epinepetalactone,,,
5715C,neo-iso(iso)pulegyl acetate,,,
5716C,neo-isodihydrocarveol,,,
5717C,neo-isodihydrocarvyl acetate,,,
5718C,neo-isomenthol+alpha-terpineol,,,
5719C,neo-isomethyl acetate,,,
5720C,neo-isopulegol,,,
5721C,neo-isopulegol+terpinen-4-ol,,,
5722C,neo-isopulegyl acetate,,,
5723C,neo-isothujyl acetate,,,
5724C,neo-menthyl acetate,,,
5725C,neo-phyadiene somer (ii),,,
5726C,neo-phytadien,,,
5727C,neo-phytadiene (isomer i),,,
5728C,neo-phytadiene (isomer ii),,,
5729C,neo-phytadiene i,,,
5730C,neo-phytadiene iii,,,
5731C,neo-thujol,,,
5732C,neo-thujyl alcohol,,,
5733C,neo-thujylacetate,,,
5734C,neo-verbanol,,,
5735C,neo-verbanylacetate,,,
5736C,neocalitropsene,,,
5737C,neocembrene A,,,
5738C,neoclvenoxide alcohol,,,
5739C,neocnidilide,,,
5740C,neodihydrocarveol,,,
5741C,neoiso-dihydrocarveol acetate,,,
5742C,neoiso-isopulegol,,,
5743C,neomenthol,,,
5744C,neophytadiene,,,
5745C,nepetalactone,,,
5746C,nepthalene,,,
5747C,neral/geranial,,,
5748C,neric acid,,,
5749C,nerol acetate,,,
5750C,nerol+citronellol,,,
5751C,nerolidol acetate,,,
5752C,nerolidol oxide,,,
5753C,nerolidol oxide (furanoid),,,
5754C,nerolidol oxide (probable),,,
5755C,nerolidyl propionate,,,
5756C,nerryl acetate,,,
5757C,neryl-n-heptanoate,,,
5758C,neryl acetate alpha-copaene,,,
5759C,neryl acetona,,,
5760C,neryl acetone,,,
5761C,neryl angelate,,,
5762C,neryl caproate,,,
5763C,neryl heptanoate,,,
5764C,neryl hexanoate,,,
5765C,neryl isobutanoate,,,
5766C,neryl isobutyrate,,,
5767C,neryl isovalerate,,,
5768C,neryl methacrylate,,,
5769C,neryl oxide,,,
5770C,neryl propionate,,,
5771C,neryl valerate,,,
5772C,nerylÂ acetate,,,
5773C,nerylic acid,,,
5774C,nezukol,,,
5775C,noalpha-copaanone,,,
5776C,noebourbonone,,,
5777C,nojgiku alcohol,,,
5778C,nojigikuacetate,,,
5779C,non-terpene derivatives,,,
5780C,nonacosene,,,
5781C,nonadecanal,,,
5782C,nonadecanol,,,
5783C,nonadecene,,,
5784C,nonadienal,,,
5785C,nonan-2-ol,,,
5786C,nonan-2-one,,,
5787C,nonanal/2-phenylethanol,,,
5788C,nonanal+linalool,,,
5789C,nonanoicÂ acid,,,
5790C,nondecane,,,
5791C,nondecanol,,,
5792C,nonene,,,
5793C,nonmenthone,,,
5794C,nony lacetate,,,
5795C,nonyl acetate,,,
5796C,nonyl hexanoate,,,
5797C,nonyl isothiocynate,,,
5798C,nootaktone,,,
5799C,nootkatin,,,
5800C,nootkatol,,,
5801C,nopsan-4-ol,,,
5802C,nor-14-cadin-5-2n-4-one,,,
5803C,nor-14-cadin-5-en-4-one,,,
5804C,nor-alpha-santalenone,,,
5805C,nor-bourbonene,,,
5806C,nor-bourbonone,,,
5807C,nor-copaanone,,,
5808C,nor-copaenone,,,
5809C,nor-davanone,,,
5810C,nor-patchoulenol,,,
5811C,nor-tetrapatchoulol,,,
5812C,norhelifolen-12-al,,,
5813C,not identified,,,
5814C,o-cumenol,,,
5815C,o-cyneme,,,
5816C,o-guaiacol,,,
5817C,o-isopropenyl toluene,,,
5818C,"o-mentha-1(7),5,8-triene",,,
5819C,"o-mentha-1,4,8-trien",,,
5820C,o-methoxy cinnamaldehyde,,,
5821C,o-methyl anisole,,,
5822C,o-tolualdehyde,,,
5823C,o-vanillin,,,
5824C,o-xylene,,,
5825C,occidenol,,,
5826C,occidentaiolacetate,,,
5827C,occidentalol,,,
5828C,occidentalolacetate,,,
5829C,occidentalolacetate i,,,
5830C,occidentalolacetate ii,,,
5831C,occidentalolacetate iii,,,
5832C,occidol,,,
5833C,occidolacetate,,,
5834C,ocidentalolacetate,,,
5835C,ocimene,,,
5836C,ocimenol,,,
5837C,oct-1-en-3-ol,,,
5838C,octacosene,,,
5839C,octadec-9-en-18-olide,,,
5840C,octadecadienol,,,
5841C,octadecadienyl acetate,,,
5842C,octadecanal,,,
5843C,"octadecane+cadina-1,4-diene",,,
5844C,octadecanol,,,
5845C,octadecanol acetate,,,
5846C,octadecene,,,
5847C,octadiene isomer,,,
5848C,octadienyl formate,,,
5849C,octan-3-ol,,,
5850C,octan-3-one,,,
5851C,octan-3-yl-acetate,,,
5852C,octanal-alpha-phellandrene,,,
5853C,octane,,,
5854C,octanehexanal,,,
5855C,octanethiol,,,
5856C,octanoi,,,
5857C,octanoicÂ acid,,,
5858C,octanol-3,,,
5859C,octanol acetate,,,
5860C,octanol+beta-maaliene,,,
5861C,"octen-1-ol,Â acetate",,,
5862C,octen-3-ol,,,
5863C,octen-3-ol<1->,,,
5864C,octen-3-yl-acetate,,,
5865C,octene-3-ol,,,
5866C,octenol,,,
5867C,octenyl acetate,,,
5868C,octyl-2-methylbutyrate,,,
5869C,octyl-3-methylbutyrate,,,
5870C,octyl acetate,,,
5871C,octyl alcohol,,,
5872C,octyl benzoate,,,
5873C,octyl butyrate,,,
5874C,octyl decanoate,,,
5875C,octyl formate,,,
5876C,octyl heptanoate,,,
5877C,octyl hexanoate,,,
5878C,octyl isothiocyanate,,,
5879C,octyl isothiocynate,,,
5880C,octyl isovalerate,,,
5881C,octyl nitrile,,,
5882C,octyl octanote,,,
5883C,octyl propionate,,,
5884C,octylÂ acetate,,,
5885C,oleic aid,,,
5886C,oleoamide,,,
5887C,oplopanoyl acetate,,,
5888C,oplopenone,,,
5889C,osthol,,,
5890C,other components,,,
5891C,others compounds,,,
5892C,othylpyrazine,,,
5893C,oxabicyclopentadecan-3-one,,,
5894C,oxacyclotetradecan-2-one,,,
5895C,oxacyclotridec-10-en-2-one,,,
5896C,oxidehimachalene,,,
5897C,oxidohimachalene,,,
5898C,oxiranone,,,
5899C,oxo-alpha-ylangene,,,
5900C,oxyde of caryophyllene i(trans),,,
5901C,oxyde of humulene,,,
5902C,oxygenated monoterpenes,,,
5903C,oxygenated monoterpeness,,,
5904C,oxygenated sesquiterpenes,,,
5905C,"p-1-menthene (8,9-dihydrolimonene) (+ alpha,p-dimethylstyrene)",,,
5906C,"p-1,3,8-menthatriene",,,
5907C,"p-2-mentha-4,8-diene",,,
5908C,p-anisaldehyde,,,
5909C,p-anisyl-2-methylbutyrate,,,
5910C,p-anisyl hexanoate,,,
5911C,p-bazzanene,,,
5912C,p-benzoquinone,,,
5913C,p-beta-cubebene,,,
5914C,p-bisabolene,,,
5915C,p-bourbonene,,,
5916C,p-caryophyllene,,,
5917C,"p-cis-mentha-2,8-dien-1-ol",,,
5918C,p-coumaryl acetate,,,
5919C,p-cresol+m-cresol,,,
5920C,p-cresolacetate,,,
5921C,p-cresyl methyl ether,,,
5922C,p-cumen-8-ol,,,
5923C,p-cumenol,,,
5924C,p-cumin alcohol,,,
5925C,p-cuminaldehyde,,,
5926C,p-cyclocitral,,,
5927C,p-cycmene,,,
5928C,p-cyemene,,,
5929C,p-cymen- 8-ol,,,
5930C,p-cymen-3-ol,,,
5931C,p-cymen-6-ol,,,
5932C,p-cymen-7-ol acetate,,,
5933C,p-cymen-8- ol,,,
5934C,p-cymen-8-01,,,
5935C,"p-cymen-8-ol 2,3,5,5-tetramethyl-4-methylene-2-cyclopenten-1-one",,,
5936C,p-cymen-8-ol methyl ether,,,
5937C,p-cymen-8-ol+thymol,,,
5938C,p-cymen-8-yl acetate,,,
5939C,p-cymen-9-ol,,,
5940C,p-cymene-2-ol,,,
5941C,p-cymene-7-ol,,,
5942C,p-cymene-9-ol,,,
5943C,p-cymene-limonene,,,
5944C,p-cymenol,,,
5945C,p-cymol,,,
5946C,p-cyrnen-6-ol,,,
5947C,p-cyrnen-8-ol,,,
5948C,p-cyrnene,,,
5949C,p-diethylbenzene,,,
5950C,p-elemene,,,
5951C,p-eugenol,,,
5952C,p-hydroxy benzaldehyde acetate,,,
5953C,p-hydroxy methylsalicylate,,,
5954C,p-ionone,,,
5955C,p-isopropenyl benzaldehyde,,,
5956C,p-isopropyl alcohol,,,
5957C,p-isopropyl benzaldehyde,,,
5958C,p-isopropyl phenol,,,
5959C,p-menth--1-ene,,,
5960C,p-menth-1-en-7-al,,,
5961C,p-menth-1-en-7-ol,,,
5962C,p-menth-1-en-8-ol,,,
5963C,p-menth-1-en-9-al,,,
5964C,p-menth-1-en-9-yl acetate,,,
5965C,p-menth-1-ene-9-ol,,,
5966C,p-menth-1(7)-en-2-ol,,,
5967C,p-menth-1(7)-en-2-one,,,
5968C,p-menth-1(7)-en-9-ol,,,
5969C,p-menth-2-en-1-ol,,,
5970C,p-menth-2-en-8-ol,,,
5971C,p-menth-2-en-ol,,,
5972C,"p-menth-2-ene-1,4-diol",,,
5973C,p-menth-3-en-2-one,,,
5974C,p-menth-3-en-8-ol,,,
5975C,"p-menth-3-ene-2,7-diol",,,
5976C,p-menth-3-ene-9-ol,,,
5977C,p-menth-4-en-3-one,,,
5978C,p-menth-6-en-2-one,,,
5979C,p-menth-6-en-3-one,,,
5980C,p-menth-7-en-1-al,,,
5981C,p-menth-l(7)-en-9-ol,,,
5982C,"p-mentha-(7),5-dien-2-ol",,,
5983C,p-mentha-1-en-4-ol,,,
5984C,p-mentha-1-en-7-al,,,
5985C,p-mentha-1-en-8-ol,,,
5986C,p-mentha-1-ene-9-carboxaldehyde,,,
5987C,"p-mentha-1(2),8-dien-10-ol",,,
5988C,"p-mentha-1(2),8-dien-10-yl acetate",,,
5989C,p-mentha-1(7)-en-9-ol,,,
5990C,"p-mentha-1(7),4(8)-dien",,,
5991C,"p-mentha-1(7),5-dien-2-ol",,,
5992C,"p-mentha-1(7),5-dien-ol",,,
5993C,"p-mentha-1(7),8-dien",,,
5994C,"p-mentha-1(7),8-dien-2-ol",,,
5995C,"p-mentha-1(7),8-diene",,,
5996C,"p-mentha-1(7),8(10)-dien-9-ol",,,
5997C,"p-mentha-1,3-dien-al",,,
5998C,"p-mentha-1,3, 6-triene",,,
5999C,"p-mentha-1,3,6-triene",,,
6000C,"p-mentha-1,3,8-diene",,,
6001C,"p-mentha-1,3,8-triene",,,
6002C,"p-mentha-1,4-dien-7-al",,,
