pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
1329,Pittosporum tobira,Pittosporum tobira (Murray) Aiton fil.,Pittosporum tobira,(Murray) Aiton fil.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,Pittosporum tobira
1330,Pittosporum viridiflorum var. viridiflorum,Pittosporum viridiflorum var. viridiflorum,Pittosporum viridiflorum ,var. viridiflorum,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,Pittosporum viridiflorum
1331,Pituranthos scoparius,Pituranthos scoparius (Coss. & Durieu) Schinz,Pituranthos scoparius,(Coss. & Durieu) Schinz,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Deverra,Deverra scoparia
1332,Platonia insignis,Platonia insignis Mart.,Platonia insignis,Mart.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Platonia,Platonia esculenta
1333,Plectranthus amboinicus,Plectranthus amboinicus (Lour.) Spreng.,Plectranthus amboinicus,(Lour.) Spreng.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Coleus,Coleus amboinicus
1334,Plectranthus barbatus,Plectranthus barbatus Andrews,Plectranthus barbatus,Andrews,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,Plectranthus barbatus
1335,Plectranthus melissoides,Plectranthus melissoides Benth.,Plectranthus melissoides,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Isodon,Isodon melissoides
1336,Plectranthus neochilus,Plectranthus neochilus Schltr.,Plectranthus neochilus,Schltr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,Plectranthus neochilus
1337,Plinia dermatodes,Plinia dermatodes Urb.,Plinia dermatodes,Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Plinia,Plinia dermatodes
1338,Plinia rubrinervis,Plinia rubrinervis Urb.,Plinia rubrinervis,Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrciaria,Myrciaria floribunda
1339,Pluchea carolinensis,Pluchea carolinensis G.Don,Pluchea carolinensis,G.Don,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea,Pluchea carolinensis
1340,Pluchea purpurascens,Pluchea purpurascens (Sw.) DC.,Pluchea purpurascens,(Sw.) DC.,changes made,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea,Pluchea odorata
1341,Pluchea rosea,Pluchea rosea R.K.Godfrey,Pluchea rosea,R.K.Godfrey,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea,Pluchea baccharis
1342,Podachaenium eminens,Podachaenium eminens Baill.,Podachaenium eminens,Baill.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Podachaenium,Podachaenium eminens
1343,Pogostemon cablin,Pogostemon cablin Benth.,Pogostemon cablin,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin
1344,Pogostemon cablin mutant 'PM-12',Pogostemon cablin Benth.,Pogostemon cablin ,Benth. (mutant 'PM-12'),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon cablin
1345,Pogostemon heyneanus,Pogostemon heyneanus Benth.,Pogostemon heyneanus,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon heyneanus
1346,Pogostemon travancoricus var travancoricus,Pogostemon travancoricus Bedd.,Pogostemon travancoricus ,var travancoricus Bedd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pogostemon,Pogostemon travancoricus
1347,Polygala cyparissias,Polygala cyparissias A.St.-Hil.,Polygala cyparissias,A.St.-Hil.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala cyparissias
1348,Polygala paniculata,Polygala paniculata L.,Polygala paniculata,L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala paniculata
1349,Polylepis besseri,Polylepis besseri Hieron.,Polylepis besseri,Hieron.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Polylepis,Polylepis besseri
1350,Polymnia sonchifolia,Polymnia sonchifolia Poepp. & Endl,Polymnia sonchifolia,Poepp. & Endl,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Smallanthus,Smallanthus sonchifolius
1351,Pophryosporus pinifolius,Ophryosporus pinifolius (Phil.) R.M.King & H.Rob.,Ophryosporus pinifolius,(Phil.) R.M.King & H.Rob.,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ophryosporus,Ophryosporus pinifolius
1352,Porophyllum ruderale,Porophyllum ruderale (Jacq.) Cass.,Porophyllum ruderale,(Jacq.) Cass.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Porophyllum,Porophyllum ruderale
1353,Portenschlagiella ramosissima,Portenschlagiella ramosissima (Portenschl.) Tutin,Portenschlagiella ramosissima,(Portenschl.) Tutin,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Athamanta,Athamanta ramosissima
1354,Portlandia  latifolia,Portlandia latifolia Britton & Harris,Portlandia  latifolia,Britton & Harris,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Portlandia,Portlandia latifolia
1355,Portlandia albiflora,Portlandia albiflora Britton & Harris ex Standl.,Portlandia albiflora,Britton & Harris ex Standl.,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Portlandia,Portlandia platantha
1356,Portlandia coccinea,Portlandia coccinea Sw.,Portlandia coccinea,Sw.,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Portlandia,Portlandia coccinea
1357,Portlandia grandiflora,Portlandia grandiflora L.,Portlandia grandiflora,L.,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Portlandia,Portlandia grandiflora
1358,Portlandia proctorii,Portlandia proctorii (Aiello) Delprete,Portlandia proctorii,(Aiello) Delprete,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Portlandia,Portlandia proctorii
1359,Potentilla grandiflora,Potentilla grandiflora L.,Potentilla grandiflora,L.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla grandiflora
1360,Pouroma cecropiifolia,Pourouma cecropiifolia Mart.,Pourouma cecropiifolia,Mart.,Typographical error in genus and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma cecropiifolia
1361,Pouroma mollis,Pourouma mollis Trécul,Pourouma mollis,Trécul,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma mollis
1362,Pouroma velutina,Pourouma velutina Mart. ex Miq.,Pourouma velutina,Mart. ex Miq.,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma velutina
1363,Pourouma cecropiifolia,Pourouma cecropiifolia Mart.,Pourouma cecropiifolia,Mart.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pourouma,Pourouma cecropiifolia
1364,Prangos acaulis,Prangos acaulis (DC.) Bornm.,Prangos acaulis,(DC.) Bornm.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos acaulis
1365,Prangos bornmuelleri,Prangos bornmuelleri Hub.-Mor. & Reese,Prangos bornmuelleri,Hub.-Mor. & Reese,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ekimia,Ekimia bornmuelleri
1366,Prangos denticulata,Prangos denticulata Fisch. & Mey.,Prangos denticulata,Fisch. & Mey.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos denticulata
1367,Prangos ferulacea,Prangos ferulacea Lindl.,Prangos ferulacea,Lindl.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos ferulacea
1368,Prangos latiloba,Prangos latiloba Korovin,Prangos latiloba,Korovin,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos latiloba
1369,Prangos uechtritzii,Prangos uechtritzii Boiss. & Hausskn.,Prangos uechtritzii,Boiss. & Hausskn.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos uechtritzii
1370,Prangos uloptera,Prangos uloptera DC.,Prangos uloptera,DC.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos uloptera
1371,Prostanthera staurophylla,Prostanthera staurophylla F.Muell.,Prostanthera staurophylla,F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prostanthera,Prostanthera staurophylla
1372,Protium apiculatum,Protium apiculatum Swart,Protium apiculatum,Swart,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium apiculatum
1373,Protium grandifolium,Protium grandifolium Engl.,Protium grandifolium,Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium grandifolium
1374,Protium hebetatum,Protium hebetatum D.C.Daly,Protium hebetatum,D.C.Daly,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium hebetatum
1375,Protium heptaphyllum,Protium heptaphyllum March.,Protium heptaphyllum,March.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium heptaphyllum
1376,Protium paniculatum,Protium paniculatum Engl.,Protium paniculatum,Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium paniculatum
1377,Protium spruceanum,Protium spruceanum Engl.,Protium spruceanum,Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium spruceanum
1378,Protium strumosum,Protium strumosum Daly,Protium strumosum,Daly,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium strumosum
1379,Protium tenuifolium,Protium tenuifolium Engl.,Protium tenuifolium,Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,Protium tenuifolium
1380,Prunus phaeosticta var. phaeosticta,Prunus phaeosticta f. phaeosticta,Prunus phaeosticta ,f. phaeosticta,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus phaeosticta
1381,Pseudobrickellia brasiliensis,Pseudobrickellia brasiliensis (Spreng.) R.M.King & H.Rob.,Pseudobrickellia brasiliensis,(Spreng.) R.M.King & H.Rob.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudobrickellia,Pseudobrickellia brasiliensis
1382,Psiadia arguta,Psiadia arguta Voigt,Psiadia arguta,Voigt,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psiadia,Psiadia arguta
1383,Psiadia lucida,Psiadia lucida (Cass.) Drake,Psiadia lucida,(Cass.) Drake,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Psiadia,Psiadia lucida
1384,Psidium cattleianum,Psidium cattleianum Sabine,Psidium cattleianum,Sabine,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium cattleianum
1385,Psidium cattleianum sabine,Psidium cattleianum Sabine,Psidium cattleianum,Sabine,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium cattleianum
1386,Psidium cymosum,Psidium cymosum Urb.,Psidium cymosum,Urb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium cymosum
1387,Psidium friedrichsthalianum (Berg) Niedenzu,Psidium friedrichsthalianum Nied.,Psidium friedrichsthalianum,Nied.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium friedrichsthalianum
1388,Psidium guajava,Psidium guajava L.,Psidium guajava,L.,"This entry is same as the next entry. The only difference is an additional ""L."" in the latter",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava
1389,Psidium guajava L.,Psidium guajava L.,Psidium guajava,L.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava
1390,Psidium guineense,Psidium guineense Sw.,Psidium guineense,Sw.,"This entry is same as the next entry. The only difference is an additional ""Sw."" in the latter",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guineense
1391,Psidium guineense Sw.,Psidium guineense Sw.,Psidium guineense,Sw.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guineense
1392,Psidium myrsinitesÂ DC.,Psidium myrsinites DC.,Psidium myrsinites,DC.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium myrsinites
1393,Psidium myrsinoides,Psidium myrsinoides Berg,Psidium myrsinoides,Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium myrtoides
1394,Psidium parvifolium,Psidium parvifolium (Griseb.) Griseb.,Psidium parvifolium,(Griseb.) Griseb.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium parvifolium
1395,Psidium salutare,Psidium salutare (Kunth) O.Berg,Psidium salutare,(Kunth) O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium salutare
1396,Psidium sartorianum (Berg) Niedenzu,Psidium sartorianum (O.Berg) Nied.,Psidium sartorianum,(O.Berg) Nied.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium sartorianum
1397,Psidium wrightii,Psidium wrightii Krug & Urban ex Urban,Psidium wrightii,Krug & Urban ex Urban,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium montanum
1398,Psorothamnus scoparius,Psorothamnus scoparius Rydb.,Psorothamnus scoparius,Rydb.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Psorothamnus,Psorothamnus scoparius
1399,Pterocarya fraxinifolia,Pterocarya fraxinifolia (Poir.) K.Koch,Pterocarya fraxinifolia,(Poir.) K.Koch,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Pterocarya,Pterocarya pterocarpa
1400,Pteryxia terebinthina var. californica,Pteryxia terebinthina var. californica Mathias,Pteryxia terebinthina ,var. californica Mathias,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pteryxia,Pteryxia terebinthina
1401,Pulicaria dysenterica,Pulicaria dysenterica (L.) Bernh.,Pulicaria dysenterica,(L.) Bernh.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria,Pulicaria dysenterica
1402,Pulicaria glutinosa,Pulicaria glutinosa Jaub. & Spach,Pulicaria glutinosa,Jaub. & Spach,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria,Pulicaria glutinosa
1403,Pycnocycla aucherana,Pycnocycla aucherana Decne. ex Boiss.,Pycnocycla aucherana,Decne. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pycnocycla,Pycnocycla aucheriana
1404,Pycnocycla bashagardiana,Pycnocycla bashagardiana Mozaff.,Pycnocycla bashagardiana,Mozaff.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pycnocycla,Pycnocycla bashagardiana
1405,Pycnocycla musiformis,Pycnocycla musiformis Hedge & Lamond,Pycnocycla musiformis,Hedge & Lamond,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pycnocycla,Pycnocycla musiformis
1406,Pycnocycla nodiflora,Pycnocycla nodiflora Decne. ex Boiss.,Pycnocycla nodiflora,Decne. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pycnocycla,Pycnocycla nodiflora
1407,Pycnocycla spinosa,Pycnocycla spinosa Decne. ex Boiss.,Pycnocycla spinosa,Decne. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pycnocycla,Pycnocycla spinosa
1408,Rabdosia melissoides,Rabdosia melissoides (Benth.) H.Hara,Rabdosia melissoides,(Benth.) H.Hara,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Isodon,Isodon melissoides
1409,Ravensara aromatica,Ravensara aromatica Sonn.,Ravensara aromatica,Sonn.,,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,Cryptocarya agathophylla
1410,Renealmia sp.,Renealmia,Renealmia spp.,Unresolved,,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Renealmia,
1411,Rhabdosciadium petiolare,Rhabdosciadium petiolare Boiss. & Hausskn. ex Boiss.,Rhabdosciadium petiolare,Boiss. & Hausskn. ex Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Rhabdosciadium,Rhabdosciadium petiolare
1412,Rhododendron anthopogon,Rhododendron anthopogon D.Don,Rhododendron anthopogon,D.Don,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron anthopogon
1413,Rhododendron lepidotum,Rhododendron lepidotum Wall.,Rhododendron lepidotum,Wall.,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron lepidotum
1414,Ribes nigrum,Ribes nigrum L.,Ribes nigrum,L.,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum
1415,Ricinus communis,Ricinus communis L.,Ricinus communis,L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis
1416,Ridolfia segetum,Ridolfia segetum Moris,Ridolfia segetum,Moris.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Ridolfia,Ridolfia segetum
1417,Ristantia gouldii,Ristantia gouldii Peter G.Wilson & B.Hyland,Ristantia gouldii,Peter G.Wilson & B.Hyland,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Ristantia,Ristantia gouldii
1418,Ristantia pachysperma,Ristantia pachysperma (Bailey) Peter G.Wilson & J.T.Waterh.,Ristantia pachysperma,(Bailey) Peter G.Wilson & J.T.Waterh.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Ristantia,Ristantia pachysperma
1419,Ristantia waterhousei,Ristantia waterhousei Peter G.Wilson & B.Hyland,Ristantia waterhousei,Peter G.Wilson & B.Hyland,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Ristantia,Ristantia waterhousei
1420,Rollinia mucosa,Rollinia mucosa (Jacq.) Baill.,Rollinia mucosa,(Jacq.) Baill.,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona mucosa
1421,Rosa abyssinica,Rosa abyssinica R.Br.,Rosa abyssinica,R.Br.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa abyssinica
1422,Rosa bourboniana,Rosa bourbonia Roess.,Rosa bourbonia,Roess.,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa bourbonia
1423,Rosa brunoniiÂ Lindl.,Rosa brunonii Lindl.,Rosa brunonii,Lindl.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa brunonii
1424,Rosa damascena,Rosa damascena Mill.,Rosa damascena,Mill.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa damascena
1425,Rosa foetidaÂ Herrm.,Rosa foetida Herrm.,Rosa foetida,Herrm.,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa foetida
1426,Rosamarinus officinalis,Rosmarinus officinalis L.,Rosmarinus officinalis,L.,Typographical error in genus and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus
1427,Rosmarinus eriocalyx,Rosmarinus eriocalyx Jord. & Fourr.,Rosmarinus eriocalyx,Jord. & Fourr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Rosmarinus,Rosmarinus eriocalyx
1428,Rosmarinus officinalis,Rosmarinus officinalis L.,Rosmarinus officinalis,L.,"This entry is same as the next entry. The only difference is an additional ""L."" in the latter",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus
1429,Rosmarinus officinalis L.,Rosmarinus officinalis L.,Rosmarinus officinalis,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus
1430,Rosmarinus officinalis ecotype A,Rosmarinus officinalis ,Rosmarinus officinalis ,ecotype A,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Rosmarinus,Rosmarinus officinalis
1431,Rubus ulmifolius,Rubus ulmifolius Schott,Rubus ulmifolius,Schott,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus ulmifolius
1432,Russowia sogdiana,Russowia sogdiana B.Fedtsch,Russowia sogdiana,B.Fedtsch,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Russowia,Russowia sogdiana
1433,Ruta chalepensis,Ruta chalepensis L.,Ruta chalepensis,L.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,Ruta chalepensis
1434,Ruta graveolens,Ruta graveolens L.,Ruta graveolens,L.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,Ruta graveolens
1435,Rynchosia minima,Rhynchosia minima (L.) DC.,Rhynchosia minima,(L.) DC.,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Rynchosia,
1436,Saccocalyx satureioides,Saccocalyx saturejoides Coss. & Durieu,Saccocalyx saturejoides,Coss. & Durieu,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Saccocalyx,Saccocalyx saturejoides
1437,Salvia aethiopis,Salvia aethiopis L.,Salvia aethiopis,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aethiopis
1438,Salvia amplexicaulis,Salvia amplexicaulis Lam.,Salvia amplexicaulis,Lam.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia amplexicaulis
1439,Salvia angulata,Salvia angulata Benth.,Salvia angulata,Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia angulata
1440,Salvia apiana,Salvia apiana Jeps.,Salvia apiana,Jeps.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia apiana
1441,Salvia atropatana,Salvia atropatana Bunge,Salvia atropatana,Bunge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia atropatana
1442,Salvia aucheri var. aucheri,Salvia aucheri f. aucheri,Salvia aucheri ,f. aucheri,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aucheri
1443,Salvia aucheri var. candescens,Salvia aucheri var. canescens Boiss. & Heldr.,Salvia aucheri ,var. canescens Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aucheri
1444,Salvia aucheri var. canescens,Salvia aucheri var. canescens Boiss. & Heldr.,Salvia aucheri ,var. canescens Boiss. & Heldr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aucheri
1445,Salvia aytacbii,Salvia aytachii Vural & N.Adıgüzel,Salvia aytachii, Vural & N.Adıgüzel,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia aytachii
1446,Salvia ballsiana,Salvia ballsiana (Rech.f.) Hedge,Salvia ballsiana,(Rech.f.) Hedge,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia ballsiana
1447,Salvia brachyodon,Salvia brachyodon Vandas,Salvia brachyodon,Vandas,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia brachyodon
1448,Salvia brachysiphon,Salvia brachysiphon Stapf,Salvia brachysiphon,Stapf,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia urmiensis
1449,Salvia chudaeiÂ Batt. et Trab.,Salvia chudaei Batt. & Trab.,Salvia chudaei,Batt. & Trab.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pleudia,Pleudia chudaei
1450,Salvia compressa,Salvia compressa Vent.,Salvia compressa,Vent.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia compressa
1451,Salvia cryptantha,Salvia cryptantha Montbret & Aucher ex Benth.,Salvia cryptantha,Montbret & Aucher ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia absconditiflora
1452,Salvia cyanescens,Salvia cyanescens Boiss. & Balansa,Salvia cyanescens,Boiss. & Balansa,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia cyanescens
1453,Salvia divaricata,Salvia divaricata Montbret & Aucher ex Benth.,Salvia divaricata,Montbret & Aucher ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia divaricata
1454,Salvia eremophila,Salvia eremophila Boiss.,Salvia eremophila,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Pleudia,Pleudia eremophila
1455,Salvia euphratica var. euphratica,Salvia euphratica Montbret & Aucher ex Benth.,Salvia euphratica ,var. euphratica,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia euphratica
1456,Salvia euphratica var. leiocalycina,Salvia euphratica Montbret & Aucher ex Benth.,Salvia euphratica ,var. leiocalycina,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia euphratica
1457,Salvia fruticosa,Salvia fruticosa Mill.,Salvia fruticosa,Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia fruticosa
1458,Salvia glutinosa,Salvia glutinosa L.,Salvia glutinosa,L.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia glutinosa
1459,Salvia hydrangea,Salvia hydrangea DC. ex Benth.,Salvia hydrangea,DC. ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hydrangea
1460,Salvia hypoleuca,Salvia hypoleuca Hochst. ex Benth.,Salvia hypoleuca,Hochst. ex Benth.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hypoleuca
1461,Salvia kronenburgii,Salvia kronenburgii Rech.f.,Salvia kronenburgii,Rech.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia kronenburgii
