Compound_name,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
epi-bicyclosesquiphellandrene,epi-bicyclosesquiphellandrene,,epi-bicyclosesquiphellandrene is unparsable due to the following being uninterpretable: epi-bicyclosesquiphellandrene The following was not parseable: pi-bicyclosesquiphellandrene
epi-cubebol,epi-cubebol,,epi-cubebol is unparsable due to the following being uninterpretable: epi-cubebol The following was not parseable: pi-cubebol
epi-cubenol,epi-cubenol,,epi-cubenol is unparsable due to the following being uninterpretable: epi-cubenol The following was not parseable: pi-cubenol
epi-globulol,epi-globulol,,epi-globulol is unparsable due to the following being uninterpretable: epi-globulol The following was not parseable: pi-globulol
epi-zonarene,epi-zonarene,,epi-zonarene is unparsable due to the following being uninterpretable: epi-zonarene The following was not parseable: pi-zonarene
epizonarene,epizonarene,,epizonarene is unparsable due to the following being uninterpretable: epizonarene The following was not parseable: pizonarene
epoxy-allo-aromadendrene,epoxy-allo-aromadendrene,,epoxy-allo-aromadendrene is unparsable due to the following being uninterpretable: allo-aromadendrene The following was not parseable: aromadendrene
"eremophila-1(10),8,1-triene","eremophila-1(10),8,1-triene",,"eremophila-1(10),8,1-triene'' is unparsable due to the following being uninterpretable: ''eremophila-1(10),8,1-triene'' The following was not parseable: ''eremophila-1(10),8,1-triene''"
ergost-5-en-3beta-ol,ergost-5-en-3beta-ol,"InChI=1/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20+,22-,23-,24+,25-,26-,27-,28+/m0/s1",
ethanol,ethanol,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",
ethyl decanoate,ethyl decanoate,"InChI=1/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",
ethyl dodecanoate,ethyl dodecanoate,"InChI=1/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",
ethyl dodecenoate,ethyl dodecenoate,"InChI=1/C14H26O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h12-13H,3-11H2,1-2H3",
ethyl hexadecanoate,ethyl hexadecanoate,"InChI=1/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",
ethyl hexanoate,ethyl hexanoate,"InChI=1/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",
ethyl hydroquinone,ethyl hydroquinone,"InChI=1/C8H10O2/c1-2-6-5-7(9)3-4-8(6)10/h3-5,9-10H,2H2,1H3",
ethyl isopentanoate,ethyl isopentanoate,"InChI=1/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",
ethyl linoleate,ethyl linoleate,"InChI=1/C20H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3/b9-8-,12-11-",
ethyl nicotinate,ethyl nicotinate,"InChI=1/C8H9NO2/c1-2-11-8(10)7-4-3-5-9-6-7/h3-6H,2H2,1H3",
ethyl oleate,ethyl oleate,"InChI=1/C20H38O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h11-12H,3-10,13-19H2,1-2H3/b12-11-",
ethyl palmitate,ethyl palmitate,"InChI=1/C18H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-4-2/h3-17H2,1-2H3",
ethyl tetradecanoate,ethyl tetradecanoate,"InChI=1/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3",
ethyl-9-hexadecenoated,ethyl-9-hexadecenoated,,ethyl-9-hexadecenoated is unparsable due to the following being uninterpretable: d The following was not parseable: d
ethylacetate,ethylacetate,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",
ethylbenzene,ethylbenzene,"InChI=1/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",
ethylbenzoate,ethylbenzoate,"InChI=1/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",
eucalyptol,eucalyptol,,eucalyptol is unparsable due to the following being uninterpretable: eucalyptol The following was not parseable: ucalyptol
"eudesma-4(15),7-dien-4-beta-ol","eudesma-4(15),7-dien-4-beta-ol",,"eudesma-4(15),7-dien-4-beta-ol'' is unparsable due to the following being uninterpretable: ''eudesma-4(15),7-dien-4-beta-ol'' The following was not parseable: ''eudesma-4(15),7-dien-4-beta-ol''"
eudesmol,eudesmol,,eudesmol is unparsable due to the following being uninterpretable: eudesmol The following was not parseable: udesmol
eugenol,eugenol,"InChI=1/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",
exo-2-hydroxycineoleacetate,exo-2-hydroxycineoleacetate,,exo-2-hydroxycineoleacetate is unparsable due to the following being uninterpretable: cineoleacetate The following was not parseable: cineoleacetate
exo-fenchyl acetate,exo-fenchyl acetate,,exo-fenchyl acetate is unparsable due to the following being uninterpretable: exo-fenchyl acetate The following was not parseable: fenchyl acetate
falcarinol,falcarinol,,falcarinol is unparsable due to the following being uninterpretable: falcarinol The following was not parseable: falcarinol
farnesol,farnesol,"InChI=1/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3",
farnesyl acetone,farnesyl acetone,"InChI=1/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3",
fenchene,fenchene,,fenchene is unparsable due to the following being uninterpretable: fenchene The following was not parseable: fenchene
fenchol,fenchol,,fenchol is unparsable due to the following being uninterpretable: fenchol The following was not parseable: fenchol
fenchone,fenchone,,fenchone is unparsable due to the following being uninterpretable: fenchone The following was not parseable: fenchone
furanoid,furanoid,,furanoid is unparsable due to the following being uninterpretable: oid The following was not parseable:
furapelargone a,furapelargone a,,furapelargone a is unparsable due to the following being uninterpretable: furapelargone a The following was not parseable: apelargone a
furfural,furfural,InChI=1/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,
gamma-amorphene,gamma-amorphene,,gamma-amorphene is unparsable due to the following being uninterpretable: gamma-amorphene The following was not parseable: amorphene
gamma-cadinene,gamma-cadinene,,gamma-cadinene is unparsable due to the following being uninterpretable: gamma-cadinene The following was not parseable: cadinene
gamma-curcumene,gamma-curcumene,,gamma-curcumene is unparsable due to the following being uninterpretable: gamma-curcumene The following was not parseable: curcumene
gamma-dehydro-ar-himachalene,gamma-dehydro-ar-himachalene,,gamma-dehydro-ar-himachalene is unparsable due to the following being uninterpretable: ar-himachalene The following was not parseable: ar-himachalene
gamma-elemene,gamma-elemene,,gamma-elemene is unparsable due to the following being uninterpretable: gamma-elemene The following was not parseable: lemene
gamma-epi-eudesmol,gamma-epi-eudesmol,,gamma-epi-eudesmol is unparsable due to the following being uninterpretable: gamma-epi-eudesmol The following was not parseable: pi-eudesmol
gamma-eudesmol,gamma-eudesmol,,gamma-eudesmol is unparsable due to the following being uninterpretable: gamma-eudesmol The following was not parseable: udesmol
gamma-gurjunene,gamma-gurjunene,,gamma-gurjunene is unparsable due to the following being uninterpretable: gamma-gurjunene The following was not parseable: gurjunene
gamma-muurolene,gamma-muurolene,,gamma-muurolene is unparsable due to the following being uninterpretable: gamma-muurolene The following was not parseable: muurolene
gamma-patchoulene,gamma-patchoulene,,gamma-patchoulene is unparsable due to the following being uninterpretable: gamma-patchoulene The following was not parseable: patchoulene
gamma-selinene,gamma-selinene,,gamma-selinene is unparsable due to the following being uninterpretable: gamma-selinene The following was not parseable: inene
gamma-sudesmol,gamma-sudesmol,,gamma-sudesmol is unparsable due to the following being uninterpretable: gamma-sudesmol The following was not parseable: sudesmol
gamma-terpinene,gamma-terpinene,,Disagreement between number of locants(gamma) and ring assembly multiplier: 3
gamma-terpineol,gamma-terpineol,,gamma-terpineol is unparsable due to the following being uninterpretable: gamma-terpineol The following was not parseable: eol
garanate,garanate,,garanate is unparsable due to the following being uninterpretable: garanate The following was not parseable: garanate
geijerene,geijerene,,geijerene is unparsable due to the following being uninterpretable: geijerene The following was not parseable: geijerene
geranial,geranial,"InChI=1/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",
geraniol,geraniol,"InChI=1/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",
geraniol (e),geraniol (e),,geraniol (e) is unparsable due to the following being uninterpretable: (e) The following was not parseable:
geranyl 2-methylbutyrate,geranyl 2-methylbutyrate,"InChI=1/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+",
geranyl acetate,geranyl acetate,"InChI=1/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",
geranyl acetone,geranyl acetone,"InChI=1/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",
geranyl butyrate,geranyl butyrate,"InChI=1/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10+",
geranyl formate,geranyl formate,"InChI=1/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7+",
geranyl heptanoate,geranyl heptanoate,"InChI=1/C17H30O2/c1-5-6-7-8-12-17(18)19-14-13-16(4)11-9-10-15(2)3/h10,13H,5-9,11-12,14H2,1-4H3/b16-13+",
geranyl isobutyrate,geranyl isobutyrate,"InChI=1/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9+",
geranyl propionate,geranyl propionate,"InChI=1/C13H22O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9+",
geranyl tiglate,geranyl tiglate,"InChI=1/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",
geranyl-2-methylbutyrate,geranyl-2-methylbutyrate,"InChI=1/C15H26O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h8,10,14H,6-7,9,11H2,1-5H3/b13-10+",
germacrene a,germacrene a,,germacrene a is unparsable due to the following being uninterpretable: germacrene a The following was not parseable: crene a
germacrene b,germacrene b,,germacrene b is unparsable due to the following being uninterpretable: germacrene b The following was not parseable: crene b
germacrene d,germacrene d,,germacrene d is unparsable due to the following being uninterpretable: germacrene d The following was not parseable: crene d
germacrene d 4-ol,germacrene d 4-ol,,germacrene d 4-ol is unparsable due to the following being uninterpretable: germacrene d 4-ol The following was not parseable: crene d 4-ol
germacrene d-4-alpha-ol,germacrene d-4-alpha-ol,,germacrene d-4-alpha-ol is unparsable due to the following being uninterpretable: germacrene d-4-alpha-ol The following was not parseable: crene d-4-alpha-ol
germacrene d-4-ol,germacrene d-4-ol,,germacrene d-4-ol is unparsable due to the following being uninterpretable: germacrene d-4-ol The following was not parseable: crene d-4-ol
germacrene-d-4-ol,germacrene-d-4-ol,,germacrene-d-4-ol is unparsable due to the following being uninterpretable: germacrene-d-4-ol The following was not parseable: crene-d-4-ol
globulol,globulol,,globulol is unparsable due to the following being uninterpretable: globulol The following was not parseable: globulol
globulol+unknown,globulol+unknown,,globulol+unknown is unparsable due to the following being uninterpretable: globulol+unknown The following was not parseable: globulol+unknown
gossonorol,gossonorol,,gossonorol is unparsable due to the following being uninterpretable: gossonorol The following was not parseable: gossonorol
"guaia-6,9-diene","guaia-6,9-diene",,"guaia-6,9-diene'' is unparsable due to the following being uninterpretable: ''guaia-6,9-diene'' The following was not parseable: ''guaia-6,9-diene''"
guaiazulene,guaiazulene,,guaiazulene is unparsable due to the following being uninterpretable: guaiazulene The following was not parseable: guaiazulene
guaiol,guaiol,,guaiol is unparsable due to the following being uninterpretable: guaiol The following was not parseable: guaiol
guaiol isomer,guaiol isomer,,guaiol isomer is unparsable due to the following being uninterpretable: guaiol isomer The following was not parseable: guaiol isomer
"guaiol isomer f,g","guaiol isomer f,g",,"guaiol isomer f,g'' is unparsable due to the following being uninterpretable: ''guaiol isomer f,g'' The following was not parseable: ''guaiol isomer f,g''"
hedycaryol,hedycaryol,,hedycaryol is unparsable due to the following being uninterpretable: hedycaryol The following was not parseable: hedycaryol
helifolenol b,helifolenol b,,helifolenol b is unparsable due to the following being uninterpretable: helifolenol b The following was not parseable: helifolenol b
heneicosane,heneicosane,"InChI=1/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3",
heptacosane,heptacosane,"InChI=1/C27H56/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-27H2,1-2H3",
heptadecanal,heptadecanal,"InChI=1/C17H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18/h17H,2-16H2,1H3",
heptadecane,heptadecane,"InChI=1/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3",
heptadecene,heptadecene,"InChI=1/C17H34/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3H,1,4-17H2,2H3",
heptan-2-ol,heptan-2-ol,"InChI=1/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",
heptanal,heptanal,"InChI=1/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",
hexacosane,hexacosane,"InChI=1/C26H54/c1-3-5-7-9-11-13-15-17-19-21-23-25-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3",
hexadecane,hexadecane,"InChI=1/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",
hexadecanoic acid,hexadecanoic acid,"InChI=1/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/f/h17H",
hexadecanol,hexadecanol,"InChI=1/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3",
hexadecyl acetate,hexadecyl acetate,"InChI=1/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-18(2)19/h3-17H2,1-2H3",
hexahydrofarnesyl acetone,hexahydrofarnesyl acetone,,Cannot find ring for hydro substituent to apply to
hexahydrofarnesylacetone,hexahydrofarnesylacetone,,Cannot find ring for hydro substituent to apply to
hexanal,hexanal,"InChI=1/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",
hexanoic acid,hexanoic acid,"InChI=1/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)/f/h7H",
hexanol,hexanol,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",
hexenal,hexenal,"InChI=1/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3",
hexyl acetate,hexyl acetate,"InChI=1/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",
hexyl butyrate,hexyl butyrate,"InChI=1/C10H20O2/c1-3-5-6-7-9-12-10(11)8-4-2/h3-9H2,1-2H3",
hexyl hexanoate,hexyl hexanoate,"InChI=1/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",
hexyl isovalerate,hexyl isovalerate,"InChI=1/C11H22O2/c1-4-5-6-7-8-13-11(12)9-10(2)3/h10H,4-9H2,1-3H3",
hexyl octanoate,hexyl octanoate,"InChI=1/C14H28O2/c1-3-5-7-9-10-12-14(15)16-13-11-8-6-4-2/h3-13H2,1-2H3",
hexyl tiglate,hexyl tiglate,"InChI=1/C11H20O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h5H,4,6-9H2,1-3H3/b10-5+",
hexyl valerate,hexyl valerate,"InChI=1/C11H22O2/c1-3-5-7-8-10-13-11(12)9-6-4-2/h3-10H2,1-2H3",
hexyl-2-methyl butyrate,hexyl-2-methyl butyrate,,Unable to assign all locants. This locant was not assigned: 2
himachalol,himachalol,,himachalol is unparsable due to the following being uninterpretable: himachalol The following was not parseable: himachalol
hinesol,hinesol,,hinesol is unparsable due to the following being uninterpretable: hinesol The following was not parseable: hinesol
humulene,humulene,,humulene is unparsable due to the following being uninterpretable: humulene The following was not parseable: humulene
humulene epoxide ii,humulene epoxide ii,,humulene epoxide ii is unparsable due to the following being uninterpretable: humulene epoxide ii The following was not parseable: humulene epoxide ii
humulene epoxide iii,humulene epoxide iii,,humulene epoxide iii is unparsable due to the following being uninterpretable: humulene epoxide iii The following was not parseable: humulene epoxide iii
humulene epoxide ll,humulene epoxide ll,,humulene epoxide ll is unparsable due to the following being uninterpretable: humulene epoxide ll The following was not parseable: humulene epoxide ll
humulene epoxide-ii,humulene epoxide-ii,,humulene epoxide-ii is unparsable due to the following being uninterpretable: humulene epoxide-ii The following was not parseable: humulene epoxide-ii
humulene epoxide-iii,humulene epoxide-iii,,humulene epoxide-iii is unparsable due to the following being uninterpretable: humulene epoxide-iii The following was not parseable: humulene epoxide-iii
humulene oxide i,humulene oxide i,,humulene oxide i is unparsable due to the following being uninterpretable: humulene oxide i The following was not parseable: humulene oxide i
humulene oxide ii,humulene oxide ii,,humulene oxide ii is unparsable due to the following being uninterpretable: humulene oxide ii The following was not parseable: humulene oxide ii
indole,indole,"InChI=1/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",
iso-menthol,iso-menthol,,iso-menthol is unparsable due to the following being uninterpretable: iso-menthol The following was not parseable: menthol
iso-menthone,iso-menthone,,iso-menthone is unparsable due to the following being uninterpretable: iso-menthone The following was not parseable: menthone
isoamyl hexanoate,isoamyl hexanoate,"InChI=1/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3",
isoamyl isovalerate,isoamyl isovalerate,"InChI=1/C10H20O2/c1-8(2)5-6-12-10(11)7-9(3)4/h8-9H,5-7H2,1-4H3",
isoamyl isovlerate,isoamyl isovlerate,,isoamyl isovlerate is unparsable due to the following being uninterpretable: isovlerate The following was not parseable: vlerate
isoamyl-2-methyl butyrate,isoamyl-2-methyl butyrate,,Unable to assign all locants. This locant was not assigned: 2
isobazzanene,isobazzanene,,isobazzanene is unparsable due to the following being uninterpretable: isobazzanene The following was not parseable: bazzanene
isoborneol,isoborneol,,isoborneol is unparsable due to the following being uninterpretable: isoborneol The following was not parseable: borneol
isobornyl acetate,isobornyl acetate,,isobornyl acetate is unparsable due to the following being uninterpretable: isobornyl acetate The following was not parseable: bornyl acetate
isobornyl formate,isobornyl formate,,isobornyl formate is unparsable due to the following being uninterpretable: isobornyl formate The following was not parseable: bornyl formate
isobornyl propionate,isobornyl propionate,,isobornyl propionate is unparsable due to the following being uninterpretable: isobornyl propionate The following was not parseable: bornyl propionate
isobornylformate,isobornylformate,,isobornylformate is unparsable due to the following being uninterpretable: isobornylformate The following was not parseable: bornylformate
isobutylphenylacetate,isobutylphenylacetate,"InChI=1/C12H16O2/c1-10(2)9-14-12(13)8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",
isocaryophyllene,isocaryophyllene,,isocaryophyllene is unparsable due to the following being uninterpretable: isocaryophyllene The following was not parseable: caryophyllene
isocaryophyllene oxide,isocaryophyllene oxide,,isocaryophyllene oxide is unparsable due to the following being uninterpretable: isocaryophyllene oxide The following was not parseable: caryophyllene oxide
isocomene,isocomene,,isocomene is unparsable due to the following being uninterpretable: isocomene The following was not parseable: comene
isoeogenol,isoeogenol,,isoeogenol is unparsable due to the following being uninterpretable: isoeogenol The following was not parseable: eogenol
isokaurene,isokaurene,,isokaurene is unparsable due to the following being uninterpretable: isokaurene The following was not parseable: kaurene
isoledene,isoledene,,isoledene is unparsable due to the following being uninterpretable: isoledene The following was not parseable: ledene
isomenthol,isomenthol,,isomenthol is unparsable due to the following being uninterpretable: isomenthol The following was not parseable: menthol
isomenthone,isomenthone,,isomenthone is unparsable due to the following being uninterpretable: isomenthone The following was not parseable: menthone
isopentanol,isopentanol,"InChI=1/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",
isophytol+phytol,isophytol+phytol,,isophytol+phytol is unparsable due to the following being uninterpretable: isophytol+phytol The following was not parseable: phytol+phytol
isopinocamphone,isopinocamphone,,isopinocamphone is unparsable due to the following being uninterpretable: isopinocamphone The following was not parseable: pinocamphone
isopiperitenone,isopiperitenone,,isopiperitenone is unparsable due to the following being uninterpretable: isopiperitenone The following was not parseable: piperitenone
isopropyl isobutyrate,isopropyl isobutyrate,"InChI=1/C7H14O2/c1-5(2)7(8)9-6(3)4/h5-6H,1-4H3",
isopulegol,isopulegol,,isopulegol is unparsable due to the following being uninterpretable: isopulegol The following was not parseable: pulegol
isopulegyl acetate,isopulegyl acetate,,isopulegyl acetate is unparsable due to the following being uninterpretable: isopulegyl acetate The following was not parseable: pulegyl acetate
isospathulenol,isospathulenol,,isospathulenol is unparsable due to the following being uninterpretable: isospathulenol The following was not parseable: spathulenol
isosylvestrene,isosylvestrene,,isosylvestrene is unparsable due to the following being uninterpretable: isosylvestrene The following was not parseable: sylvestrene
isoterpinolene,isoterpinolene,,isoterpinolene is unparsable due to the following being uninterpretable: isoterpinolene The following was not parseable: terpinolene
isovaleric acid,isovaleric acid,"InChI=1/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)/f/h6H",
italicene epoxide,italicene epoxide,,italicene epoxide is unparsable due to the following being uninterpretable: italicene epoxide The following was not parseable: italicene epoxide
junipercamphor,junipercamphor,,junipercamphor is unparsable due to the following being uninterpretable: junipercamphor The following was not parseable: junipercamphor
kessane,kessane,,kessane is unparsable due to the following being uninterpretable: kessane The following was not parseable: kessane
l-linalool,l-linalool,,l-linalool is unparsable due to the following being uninterpretable: l-linalool The following was not parseable: linalool
lavandulyl acetate,lavandulyl acetate,,lavandulyl acetate is unparsable due to the following being uninterpretable: lavandulyl acetate The following was not parseable: avandulyl acetate
lavandulyl isobutyrate,lavandulyl isobutyrate,,lavandulyl isobutyrate is unparsable due to the following being uninterpretable: lavandulyl isobutyrate The following was not parseable: avandulyl isobutyrate
lavandulyl isovalerate,lavandulyl isovalerate,,lavandulyl isovalerate is unparsable due to the following being uninterpretable: lavandulyl isovalerate The following was not parseable: avandulyl isovalerate
ledene,ledene,,ledene is unparsable due to the following being uninterpretable: ledene The following was not parseable: edene
ledol,ledol,,ledol is unparsable due to the following being uninterpretable: ledol The following was not parseable: edol
limonene,limonene,,limonene is unparsable due to the following being uninterpretable: limonene The following was not parseable: imonene
limonene-4-ol,limonene-4-ol,,limonene-4-ol is unparsable due to the following being uninterpretable: limonene-4-ol The following was not parseable: imonene-4-ol
limonene+beta-phellandrene,limonene+beta-phellandrene,,limonene+beta-phellandrene is unparsable due to the following being uninterpretable: limonene+beta-phellandrene The following was not parseable: imonene+beta-phellandrene
linaiooi,linaiooi,,linaiooi is unparsable due to the following being uninterpretable: linaiooi The following was not parseable: inaiooi
linalool,linalool,"InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",
linalool oxide,linalool oxide,"InChI=1/C10H18O2/c1-8(2)5-4-6-10(3,11)9-7-12-9/h5,9,11H,4,6-7H2,1-3H3",
linalool oxide (furanoid),linalool oxide (furanoid),,linalool oxide (furanoid) is unparsable due to the following being uninterpretable: oid) The following was not parseable: )
linalool propanoate,linalool propanoate,"InChI=1/C13H22O2/c1-6-12(14)15-13(5,7-2)10-8-9-11(3)4/h7,9H,2,6,8,10H2,1,3-5H3",
linalyl acetate,linalyl acetate,"InChI=1/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3",
linalyl isobutyrate,linalyl isobutyrate,"InChI=1/C14H24O2/c1-7-14(6,10-8-9-11(2)3)16-13(15)12(4)5/h7,9,12H,1,8,10H2,2-6H3",
linalyl propionate,linalyl propionate,"InChI=1/C13H22O2/c1-6-12(14)15-13(5,7-2)10-8-9-11(3)4/h7,9H,2,6,8,10H2,1,3-5H3",
linoleic acid,linoleic acid,"InChI=1/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-/f/h19H",
longiciclene,longiciclene,,longiciclene is unparsable due to the following being uninterpretable: longiciclene The following was not parseable: ongiciclene
longifolenaldehyde,longifolenaldehyde,,longifolenaldehyde is unparsable due to the following being uninterpretable: longifolenaldehyde The following was not parseable: ongifolenaldehyde
longipinanol,longipinanol,,longipinanol is unparsable due to the following being uninterpretable: longipinanol The following was not parseable: ongipinanol
m-cresol,m-cresol,"InChI=1/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",
m-cymenene,m-cymenene,,m-cymenene is unparsable due to the following being uninterpretable: ne The following was not parseable: ne
maaliene,maaliene,,maaliene is unparsable due to the following being uninterpretable: maaliene The following was not parseable: maaliene
manool,manool,,manool is unparsable due to the following being uninterpretable: manool The following was not parseable: manool
manool oxide,manool oxide,,manool oxide is unparsable due to the following being uninterpretable: manool oxide The following was not parseable: manool oxide
menthofuran,menthofuran,,menthofuran is unparsable due to the following being uninterpretable: menthofuran The following was not parseable: furan
menthol,menthol,"InChI=1/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",
menthone,menthone,,menthone is unparsable due to the following being uninterpretable: menthone The following was not parseable:
menthyl acetate,menthyl acetate,"InChI=1/C12H22O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h8-9,11-12H,5-7H2,1-4H3",
menthyl isovalerate,menthyl isovalerate,"InChI=1/C15H28O2/c1-10(2)8-15(16)17-14-9-12(5)6-7-13(14)11(3)4/h10-14H,6-9H2,1-5H3",
mesitylene,mesitylene,"InChI=1/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",
Methanoazulene,Methanoazulene,"InChI=1/C11H8/c1-2-4-8-6-9-7-11(9)10(8)5-3-1/h1-6H,7H2",
methyl (z)-3-dodecenoate,methyl (z)-3-dodecenoate,"InChI=1/C13H24O2/c1-3-4-5-6-7-8-9-10-11-12-13(14)15-2/h10-11H,3-9,12H2,1-2H3/b11-10-",
methyl acetate,methyl acetate,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,
methyl allyl trisulfide,methyl allyl trisulfide,"InChI=1/C4H8S3/c1-3-4-6-7-5-2/h3H,1,4H2,2H3",
methyl anthranilate,methyl anthranilate,"InChI=1/C8H9NO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,9H2,1H3",
methyl benzoate,methyl benzoate,"InChI=1/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",
methyl carvacrol,methyl carvacrol,"InChI=1/C11H16O/c1-7(2)10-6-5-8(3)11(12)9(10)4/h5-7,12H,1-4H3",
methyl chavicol,methyl chavicol,"InChI=1/C10H12O/c1-3-4-9-5-6-10(11)8(2)7-9/h3,5-7,11H,1,4H2,2H3",
