Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
nonanal,nonanal,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",31289,nonanal,"InChI=1/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",
nonane,nonane,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",8141,nonane,"InChI=1/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",
nonanoic acid,nonanoic acid,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",8158,nonanoic acid,"InChI=1/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)/f/h10H",
nonanol,nonanol,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",8914,nonanol,"InChI=1/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",
nootkatone,nootkatone,"InChI=1S/C15H22O/c1-10(2)12-5-6-13-8-14(16)7-11(3)15(13,4)9-12/h8,11-12H,1,5-7,9H2,2-4H3",20797,nootkatone,,nootkatone is unparsable due to the following being uninterpretable: nootkatone The following was not parseable: nootkatone
nopinone,nopinone,"InChI=1S/C9H14O/c1-9(2)6-3-4-8(10)7(9)5-6/h6-7H,3-5H2,1-2H3",32735,nopinone,,nopinone is unparsable due to the following being uninterpretable: nopinone The following was not parseable: nopinone
norosolanadione,norosolanadione,,NA,norosolanadione,,norosolanadione is unparsable due to the following being uninterpretable: norosolanadione The following was not parseable: norosolanadione
o-cresol,o-cresol,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",335,o-cresol,"InChI=1/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",
o-cymene,o-cymene,"InChI=1S/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3",10703,o-cymene,"InChI=1/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3",
o-menth-8-ene,o-menth-8-ene,"InChI=1S/C10H18/c1-8(2)10-7-5-4-6-9(10)3/h9-10H,1,4-7H2,2-3H3",519074,o-menth-8-ene,"InChI=1/C10H18/c1-8(2)10-7-5-4-6-9(10)3/h9-10H,1,4-7H2,2-3H3",
octaciosane,octaciosane,,NA,octaciosane,,octaciosane is unparsable due to the following being uninterpretable: octaciosane The following was not parseable: ciosane
octacosane,octacosane,"InChI=1S/C28H58/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3",12408,octacosane,"InChI=1/C28H58/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3",
octadecane,octadecane,"InChI=1S/C18H38/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3",11635,octadecane,"InChI=1/C18H38/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3",
octadecanoic acid,octadecanoic acid,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",5281,octadecanoic acid,"InChI=1/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/f/h19H",
octanal,octanal,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",454,octanal,"InChI=1/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",
octanoic acid,octanoic acid,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",379,octanoic acid,"InChI=1/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)/f/h9H",
octanol,octanol,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",957,octanol,"InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",thujopsene is unparsable due to the following being uninterpretable: thujopsene The following was not parseable: psene
octanone-3,octanone-3,,NA,octanone-3,,octanone-3 is unparsable due to the following being uninterpretable: 3 The following was not parseable:
octyl isobutyrate,octyl isobutyrate,"InChI=1S/C12H24O2/c1-4-5-6-7-8-9-10-14-12(13)11(2)3/h11H,4-10H2,1-3H3",61024,octyl isobutyrate,"InChI=1/C12H24O2/c1-4-5-6-7-8-9-10-14-12(13)11(2)3/h11H,4-10H2,1-3H3",
octyl octanoate,octyl octanoate,"InChI=1S/C16H32O2/c1-3-5-7-9-11-13-15-18-16(17)14-12-10-8-6-4-2/h3-15H2,1-2H3",61294,octyl octanoate,"InChI=1/C16H32O2/c1-3-5-7-9-11-13-15-18-16(17)14-12-10-8-6-4-2/h3-15H2,1-2H3",
oleic acid,oleic acid,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",445639,oleic acid,"InChI=1/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-/f/h19H",
oplopanone,oplopanone,"InChI=1S/C15H26O2/c1-9(2)11-7-8-15(4,17)13-6-5-12(10(3)16)14(11)13/h9,11-14,17H,5-8H2,1-4H3",539857,oplopanone,,oplopanone is unparsable due to the following being uninterpretable: oplopanone The following was not parseable: oplopanone
osthole,osthole,"InChI=1S/C15H16O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-6,8-9H,7H2,1-3H3",10228,osthole,,osthole is unparsable due to the following being uninterpretable: osthole The following was not parseable: osthole
p-cresol,p-cresol,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",2879,p-cresol,"InChI=1/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",
p-cymen-7-ol,p-cymen-7-ol,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3",325,p-cymen-7-ol,,Could not find the atom with locant 7.
p-cymen-8-ol,p-cymen-8-ol,"InChI=1S/C10H14O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-7,11H,1-3H3",14529,p-cymen-8-ol,,Could not find the atom with locant 8.
p-cymene,p-cymene,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",7463,p-cymene,"InChI=1/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",
p-cymene-8-ol,p-cymene-8-ol,"InChI=1S/C10H14O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-7,11H,1-3H3",14529,p-cymene-8-ol,,Could not find the atom with locant 8.
p-cymenene,p-cymenene,"InChI=1S/C10H12/c1-8(2)10-6-4-9(3)5-7-10/h4-7H,1H2,2-3H3",62385,p-cymenene,,p-cymenene is unparsable due to the following being uninterpretable: ne The following was not parseable: ne
p-menth-1-en-8-yl-acetate,p-menth-1-en-8-yl-acetate,,NA,p-menth-1-en-8-yl-acetate,"InChI=1/C12H20O2/c1-9-4-6-10(7-5-9)12(2,3)8-11(13)14/h4,10H,5-8H2,1-3H3,(H,13,14)/p-1/fC12H19O2/q-1",
p-menth-1-en-9-ol,p-menth-1-en-9-ol,"InChI=1S/C10H18O/c1-8-3-5-10(6-4-8)9(2)7-11/h3,9-11H,4-7H2,1-2H3",86753,p-menth-1-en-9-ol,"InChI=1/C10H18O/c1-8-3-5-10(6-4-8)9(2)7-11/h3,9-11H,4-7H2,1-2H3",
p-menth-1-ene,p-menth-1-ene,"InChI=1S/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h4,8,10H,5-7H2,1-3H3",21671,p-menth-1-ene,"InChI=1/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h4,8,10H,5-7H2,1-3H3",
p-menth-1-ene-9-carboxaldehyde,p-menth-1-ene-9-carboxaldehyde,,NA,p-menth-1-ene-9-carboxaldehyde,"InChI=1/C11H18O/c1-9-3-5-11(6-4-9)10(2)7-8-12/h3,8,10-11H,4-7H2,1-2H3",
p-menth-3-ene,p-menth-3-ene,"InChI=1S/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h6,8-9H,4-5,7H2,1-3H3",10369,p-menth-3-ene,"InChI=1/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h6,8-9H,4-5,7H2,1-3H3",
"p-mentha-1,3-dien-7-al","p-mentha-1,3-dien-7-al",,NA,"p-mentha-1,3-dien-7-al",,"p-mentha-1,3-dien-7-al'' is unparsable due to the following being uninterpretable: ''p-mentha-1,3-dien-7-al'' The following was not parseable: ''p-mentha-1,3-dien-7-al''"
"p-mentha-1,5-dien-8-ol","p-mentha-1,5-dien-8-ol",,NA,"p-mentha-1,5-dien-8-ol",,"p-mentha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1,5-dien-8-ol'' The following was not parseable: ''p-mentha-1,5-dien-8-ol''"
"p-mentha-1,7(8)-diene","p-mentha-1,7(8)-diene",,NA,"p-mentha-1,7(8)-diene",,"p-mentha-1,7(8)-diene'' is unparsable due to the following being uninterpretable: ''p-mentha-1,7(8)-diene'' The following was not parseable: ''p-mentha-1,7(8)-diene''"
"p-mentha-1(7),8-dien-ol","p-mentha-1(7),8-dien-ol",,NA,"p-mentha-1(7),8-dien-ol",,"p-mentha-1(7),8-dien-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1(7),8-dien-ol'' The following was not parseable: ''p-mentha-1(7),8-dien-ol''"
"p-menthalpha-1,5-dien-8-ol","p-menthalpha-1,5-dien-8-ol",,NA,"p-menthalpha-1,5-dien-8-ol",,"p-menthalpha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1,5-dien-8-ol'' The following was not parseable: ''p-menthalpha-1,5-dien-8-ol''"
"p-menthalpha-1(7),5-dien-2-ol","p-menthalpha-1(7),5-dien-2-ol",,NA,"p-menthalpha-1(7),5-dien-2-ol",,"p-menthalpha-1(7),5-dien-2-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1(7),5-dien-2-ol'' The following was not parseable: ''p-menthalpha-1(7),5-dien-2-ol''"
p-methyl acetophenone,p-methyl acetophenone,"InChI=1S/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",8500,p-methyl acetophenone,"InChI=1/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",
p-tolyl-2-propene,p-tolyl-2-propene,,NA,p-tolyl-2-propene,"InChI=1/C10H12/c1-3-4-10-7-5-9(2)6-8-10/h3,5-8H,1,4H2,2H3",
palmitic acid,palmitic acid,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",985,palmitic acid,"InChI=1/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/f/h17H",
palsutrol,palsutrol,,NA,palsutrol,,palsutrol is unparsable due to the following being uninterpretable: palsutrol The following was not parseable: palsutrol
palustrol,palustrol,"InChI=1S/C15H26O/c1-9-7-8-15(16)10(2)5-6-11-13(12(9)15)14(11,3)4/h9-13,16H,5-8H2,1-4H3",110745,palustrol,,palustrol is unparsable due to the following being uninterpretable: palustrol The following was not parseable: palustrol
para-cymene,para-cymene,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",7463,para-cymene,"InChI=1/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",
patchouli alcohol,patchouli alcohol,"InChI=1S/C15H26O/c1-10-5-8-15(16)13(2,3)11-6-7-14(15,4)12(10)9-11/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m0/s1",10955174,patchouli alcohol,,patchouli alcohol is unparsable due to the following being uninterpretable: patchouli alcohol The following was not parseable: patchouli alcohol
pentacosane,pentacosane,"InChI=1S/C25H52/c1-3-5-7-9-11-13-15-17-19-21-23-25-24-22-20-18-16-14-12-10-8-6-4-2/h3-25H2,1-2H3",12406,pentacosane,"InChI=1/C25H52/c1-3-5-7-9-11-13-15-17-19-21-23-25-24-22-20-18-16-14-12-10-8-6-4-2/h3-25H2,1-2H3",
pentadecan-2-one,pentadecan-2-one,"InChI=1S/C15H30O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(2)16/h3-14H2,1-2H3",61303,pentadecan-2-one,"InChI=1/C15H30O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(2)16/h3-14H2,1-2H3",
pentadecanal,pentadecanal,"InChI=1S/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3",17697,pentadecanal,"InChI=1/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3",
pentadecane,pentadecane,"InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3",12391,pentadecane,"InChI=1/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3",
pentadecanoic acid,pentadecanoic acid,"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)",13849,pentadecanoic acid,"InChI=1/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)/f/h16H",
pentadecanol,pentadecanol,"InChI=1S/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3",12397,pentadecanol,"InChI=1/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3",
pentanoic acid,pentanoic acid,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",7991,pentanoic acid,"InChI=1/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/f/h6H",
pentatecanol,pentatecanol,,NA,pentatecanol,,pentatecanol is unparsable due to the following being uninterpretable: pentatecanol The following was not parseable: tecanol
pentyl 3-methylbutyrate,pentyl 3-methylbutyrate,"InChI=1S/C10H20O2/c1-4-5-6-7-12-10(11)8-9(2)3/h9H,4-8H2,1-3H3",95978,pentyl 3-methylbutyrate,"InChI=1/C10H20O2/c1-4-5-6-7-12-10(11)8-9(2)3/h9H,4-8H2,1-3H3",
perilla alcohol,perilla alcohol,"InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,10-11H,1,4-7H2,2H3",10819,perilla alcohol,,perilla alcohol is unparsable due to the following being uninterpretable: perilla alcohol The following was not parseable: perilla alcohol
perillaldehyde,perillaldehyde,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3",16441,perillaldehyde,,perillaldehyde is unparsable due to the following being uninterpretable: perillaldehyde The following was not parseable: perillaldehyde
perillene,perillene,"InChI=1S/C10H14O/c1-9(2)4-3-5-10-6-7-11-8-10/h4,6-8H,3,5H2,1-2H3",68316,perillene,,perillene is unparsable due to the following being uninterpretable: perillene The following was not parseable: perillene
phellandral,phellandral,"InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7-8,10H,4-6H2,1-2H3",89488,phellandral,,phellandral is unparsable due to the following being uninterpretable: phellandral The following was not parseable: phellandral
phenolic alkanone(4),phenolic alkanone(4),,NA,phenolic alkanone(4),,phenolic alkanone(4) is unparsable due to the following being uninterpretable: ic alkanone(4) The following was not parseable: ic alkanone(4)
phenyl acetaldehyde,phenyl acetaldehyde,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",998,phenyl acetaldehyde,"InChI=1/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",
phenyl ethyl alcohol,phenyl ethyl alcohol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",6054,phenyl ethyl alcohol,"InChI=1/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",
phenylacetaldehydeb,phenylacetaldehydeb,,NA,phenylacetaldehydeb,,phenylacetaldehydeb is unparsable due to the following being uninterpretable: b The following was not parseable: b
phytol,phytol,"InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3",145386,phytol,"InChI=1/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15+/t18-,19-/m1/s1",
phytol isomer,phytol isomer,,NA,phytol isomer,,phytol isomer is unparsable due to the following being uninterpretable: isomer The following was not parseable: mer
pinocamphone,pinocamphone,"InChI=1S/C10H16O/c1-6-8-4-7(5-9(6)11)10(8,2)3/h6-8H,4-5H2,1-3H3",11038,pinocamphone,,pinocamphone is unparsable due to the following being uninterpretable: pinocamphone The following was not parseable: camphone
pinocarvone,pinocarvone,"InChI=1S/C10H14O/c1-6-8-4-7(5-9(6)11)10(8,2)3/h7-8H,1,4-5H2,2-3H3",121719,pinocarvone,,pinocarvone is unparsable due to the following being uninterpretable: pinocarvone The following was not parseable: carvone
piperitenone,piperitenone,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6H,4-5H2,1-3H3",381152,piperitenone,,piperitenone is unparsable due to the following being uninterpretable: piperitenone The following was not parseable: piperitenone
piperitone,piperitone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9H,4-5H2,1-3H3",6987,piperitone,,piperitone is unparsable due to the following being uninterpretable: piperitone The following was not parseable: piperitone
precocene-i,precocene-i,,NA,precocene-i,,precocene-i is unparsable due to the following being uninterpretable: precocene-i The following was not parseable: precocene-i
premnaspirodiene,premnaspirodiene,"InChI=1S/C15H24/c1-11(2)14-8-9-15(10-14)12(3)6-5-7-13(15)4/h6,13-14H,1,5,7-10H2,2-4H3",340930,premnaspirodiene,,premnaspirodiene is unparsable due to the following being uninterpretable: premnaspirodiene The following was not parseable: premnaspirodiene
prococene-ii,prococene-ii,,NA,prococene-ii,,prococene-ii is unparsable due to the following being uninterpretable: prococene-ii The following was not parseable: prococene-ii
propyl sovalerate,propyl sovalerate,,NA,propyl sovalerate,,propyl sovalerate is unparsable due to the following being uninterpretable: sovalerate The following was not parseable: sovalerate
pulegone,pulegone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h8H,4-6H2,1-3H3",6988,pulegone,,pulegone is unparsable due to the following being uninterpretable: pulegone The following was not parseable: pulegone
quinoline,quinoline,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,7047,quinoline,InChI=1/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,
rosifoliol,rosifoliol,"InChI=1S/C15H26O/c1-11-6-5-8-15(4)9-7-12(10-13(11)15)14(2,3)16/h10-12,16H,5-9H2,1-4H3",527256,rosifoliol,,rosifoliol is unparsable due to the following being uninterpretable: rosifoliol The following was not parseable: osifoliol
rotundene,rotundene,"InChI=1S/C15H24/c1-10-4-5-14-13(10)8-12-6-7-15(14,3)9-11(12)2/h9-10,12-14H,4-8H2,1-3H3",25203405,rotundene,,rotundene is unparsable due to the following being uninterpretable: rotundene The following was not parseable: otundene
Sabiene,Sabiene,,NA,Sabiene,,Sabiene is unparsable due to the following being uninterpretable: Sabiene The following was not parseable: Sabiene
sabinene,sabinene,"InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h7,9H,3-6H2,1-2H3",18818,sabinene,,sabinene is unparsable due to the following being uninterpretable: sabinene The following was not parseable: sabinene
sabinene hydrate,sabinene hydrate,"InChI=1S/C10H18O/c1-7(2)10-5-4-9(3,11)8(10)6-10/h7-8,11H,4-6H2,1-3H3",62367,sabinene hydrate,,sabinene hydrate is unparsable due to the following being uninterpretable: sabinene hydrate The following was not parseable: sabinene hydrate
sabinol,sabinol,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6,8-9,11H,3-5H2,1-2H3",564260,sabinol,,sabinol is unparsable due to the following being uninterpretable: sabinol The following was not parseable: sabinol
sabinyl-2-methylbutyrate,sabinyl-2-methylbutyrate,,NA,sabinyl-2-methylbutyrate,,sabinyl-2-methylbutyrate is unparsable due to the following being uninterpretable: sabinyl-2-methylbutyrate The following was not parseable: sabinyl-2-methylbutyrate
safrole,safrole,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",5144,safrole,"InChI=1/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",
salicylaldehyde,salicylaldehyde,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",6998,salicylaldehyde,"InChI=1/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",
salvial-4(14)-en-1-one,salvial-4(14)-en-1-one,"InChI=1S/C15H24O/c1-10(2)12-7-8-15(4)13(12)9-11(3)5-6-14(15)16/h10,12-13H,3,5-9H2,1-2,4H3",15118057,salvial-4(14)-en-1-one,,salvial-4(14)-en-1-one is unparsable due to the following being uninterpretable: salvial-4(14)-en-1-one The following was not parseable: salvial-4(14)-en-1-one
"sandaracopimara-8(14),15-diene","sandaracopimara-8(14),15-diene",,NA,"sandaracopimara-8(14),15-diene",,"standardization-8(14),15-diene'' is unparsable due to the following being uninterpretable: ''sandaracopimara-8(14),15-diene'' The following was not parseable: ''sandaracopimara-8(14),15-diene''"
santolina triene,santolina triene,"InChI=1S/C10H16/c1-6-10(9(4)5)7-8(2)3/h6-7,10H,1,4H2,2-3,5H3",519872,santolina triene,,santolina triene is unparsable due to the following being uninterpretable: santolina triene The following was not parseable: santolina triene
santolinatriene,santolinatriene,,NA,santolinatriene,,santolinatriene is unparsable due to the following being uninterpretable: santolinatriene The following was not parseable: santolinatriene
santolinyl acetate,santolinyl acetate,"InChI=1S/C12H20O2/c1-7-11(8-9(2)3)12(5,6)14-10(4)13/h7-8,11H,1H2,2-6H3",21630872,santolinyl acetate,,santolinyl acetate is unparsable due to the following being uninterpretable: santolinyl acetate The following was not parseable: santolinyl acetate
sapthulenol,sapthulenol,,NA,sapthulenol,,sapthulenol is unparsable due to the following being uninterpretable: sapthulenol The following was not parseable: sapthulenol
sclareol,sclareol,"InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3",521332,sclareol,,sclareol is unparsable due to the following being uninterpretable: sclareol The following was not parseable: sclareol
selenine derivative,selenine derivative,,NA,selenine derivative,,selenine derivative is unparsable due to the following being uninterpretable: derivative The following was not parseable: erivative
selin-11-en-4-alpha-ol,selin-11-en-4-alpha-ol,,NA,selin-11-en-4-alpha-ol,,selin-11-en-4-alpha-ol is unparsable due to the following being uninterpretable: selin-11-en-4-alpha-ol The following was not parseable: in-11-en-4-alpha-ol
"selina-3,7(11)-diene","selina-3,7(11)-diene",,NA,"selina-3,7(11)-diene",,"selina-3,7(11)-diene'' is unparsable due to the following being uninterpretable: ''selina-3,7(11)-diene'' The following was not parseable: ''selina-3,7(11)-diene''"
"selina-4,11-diene","selina-4,11-diene",,NA,"selina-4,11-diene",,"selina-4,11-diene'' is unparsable due to the following being uninterpretable: ''selina-4,11-diene'' The following was not parseable: ''selina-4,11-diene''"
senkyunolide,senkyunolide,"InChI=1S/C12H16O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h5,7,11H,2-4,6,8H2,1H3/t11-/m0/s1",3085257,senkyunolide,,senkyunolide is unparsable due to the following being uninterpretable: senkyunolide The following was not parseable: senkyunolide
sesquiphellendrene,sesquiphellendrene,,NA,sesquiphellendrene,,sesquiphellendrene is unparsable due to the following being uninterpretable: sesquiphellendrene The following was not parseable: phellendrene
Sesquiterpene alcohol,Sesquiterpene alcohol,,NA,Sesquiterpene alcohol,,Sesquiterpene alcohol is unparsable due to the following being uninterpretable: Sesquiterpene alcohol The following was not parseable: pene alcohol
sesquiterpene hydrocarbons,sesquiterpene hydrocarbons,,NA,sesquiterpene hydrocarbons,,sesquiterpene hydrocarbons is unparsable due to the following being uninterpretable: sesquiterpene hydrocarbons The following was not parseable: pene hydrocarbons
seychellene,seychellene,"InChI=1S/C15H24/c1-10-5-7-14(3)11(2)12-6-8-15(14,4)13(10)9-12/h10,12-13H,2,5-9H2,1,3-4H3",519743,seychellene,,seychellene is unparsable due to the following being uninterpretable: seychellene The following was not parseable: seychellene
shybunol,shybunol,,NA,shybunol,,shybunol is unparsable due to the following being uninterpretable: shybunol The following was not parseable: shybunol
spathulenol,spathulenol,"InChI=1S/C15H24O/c1-9-5-6-11-13(14(11,2)3)12-10(9)7-8-15(12,4)16/h10-13,16H,1,5-8H2,2-4H3",522266,spathulenol,,spathulenol is unparsable due to the following being uninterpretable: spathulenol The following was not parseable: spathulenol
spathulenol+germacrene delta-4-ol,spathulenol+germacrene delta-4-ol,,NA,spathulenol+germacrene delta-4-ol,,spathulenol+germacrene delta-4-ol is unparsable due to the following being uninterpretable: spathulenol+germacrene delta-4-ol The following was not parseable: spathulenol+germacrene delta-4-ol
t-cadinol,t-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",160799,t-cadinol,,t-cadinol is unparsable due to the following being uninterpretable: t-cadinol The following was not parseable: cadinol
tau-cadinol,tau-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",160799,tau-cadinol,,tau-cadinol is unparsable due to the following being uninterpretable: tau-cadinol The following was not parseable: tau-cadinol
tau-muurolol,tau-muurolol,,NA,tau-muurolol,,tau-muurolol is unparsable due to the following being uninterpretable: tau-muurolol The following was not parseable: tau-muurolol
tepinolene,tepinolene,,NA,tepinolene,,tepinolene is unparsable due to the following being uninterpretable: tepinolene The following was not parseable: tepinolene
terpin-4-ol,terpin-4-ol,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3",11230,terpin-4-ol,,terpin-4-ol is unparsable due to the following being uninterpretable: terpin-4-ol The following was not parseable: ol
terpinen-1-ol,terpinen-1-ol,"InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h4,8,11H,5-7H2,1-3H3",11468,terpinen-1-ol,,Atom is in unphysical valency state! Element: C valency: 5
