Compound_identifier	original_name	clean_name	cid
C6930	zonarene	zonarene	6428488
C6186	phytol acetate	phytol acetate	6428538
C3915	cis-linalool oxide (pyranoid)	cis-linalool oxide (pyranoid)	6428574
C1131	(z)-2-hexenal	(Z)-2-hexenal	6428782
C884	(e)-2-pentadecenal	(E)-2-pentadecenal	6428898
C6277	rosefuran epoxide	rosefuran epoxide	6428926
C5114	isogeranial	isogeranial	6428928
C2169	3-hydroxy-4-phenyl-2-butanone	3-hydroxy-4-phenyl-2-butanone	6428929
C6540	thujopsadiene	thujopsadiene	6428961
C1620	10-epi-eudesmol	10-epi-eudesmol	6428994
C1257	(z)-cinnamaldehyde	(Z)-cinnamaldehyde	6428995
C7111	trans-calamenene	trans-calamenene	6429022
C4147	davanone b	davanone b	6429031
C5767	neryl isovalerate	neryl isovalerate	6429039
C7136	trans-sabinol	trans-sabinol	6429076
C1251	(z)-calamenene	(Z)-calamenene	6429077
C1632	10-nor-calamenen-10-one	10-nor-calamenen-10-one	6429078
C4798	gleenol	gleenol	6429080
C1808	2-methoxy-6-methylacetophenone	2-methoxy-6-methylacetophenone	6429092
C5550	methyl myrtenate	methyl myrtenate	6429099
C6670	trans-epoxyocimene	trans-epoxyocimene	6429141
C5091	isocedrol	isocedrol	6429152
C3837	cis-bejarol	cis-bejarol	6429172
C1015	(e)-nuciferal	(E)-nuciferal	6429176
C39	(e)-nuciferol	(E)-nuciferol	6429177
C1017	(e)-nuciferyl formate	(E)-nuciferyl formate	6429178
C74	(z)-nuciferal	(Z)-nuciferal	6429179
C5647	myrtenyl formate	myrtenyl formate	6429195
C6613	trans-anhydrolinalool oxide	trans-anhydrolinalool oxide	6429213
C6619	trans-ascaridole	trans-ascaridole	6429269
C2705	9-epi-(e)-caryophyllene	9-epi-(E)-caryophyllene	6429274
C1255	(z)-caryophyllene	(Z)-caryophyllene	6429301
C919	(e)-alpha-bergamotene	(E)-alpha-bergamotene	6429302
C1311	(z)-salvene	(Z)-salvene	6429323
C1035	(e)-salvene	(E)-salvene	6429324
C4174	dehydroionene	dehydroionene	6429341
C5888	oplopenone	oplopenone	6429350
C4772	germacren-4-ol	germacren-4-ol	6429375
C2149	3-dodecenal	3-dodecenal	6430159
C7137	trans-sabinyl acetate	trans-sabinyl acetate	6430313
C559	exo-fenchyl acetate	exo-fenchyl acetate	6430689
C2710	9-heptacosene	9-heptacosene	6430701
C2720	9-nonacosene	9-nonacosene	6430702
C2724	9-pentacosene	9-pentacosene	6430704
C2725	9-tetracosene	9-tetracosene	6430705
C4428	epi-cedrane	epi-cedrane	6430718
C5625	muuroladiene	muuroladiene	6430720
C3165	arteannuic alcohol	arteannuic alcohol	6430725
C1388	1-endo-bourbonanol	1-endo-bourbonanol	6430727
C105	10-epi- gamma-eudesmol	10-epi-gamma-eudesmol	6430754
C1295	(z)-methyl jasmonate	(Z)-methyl jasmonate	6430765
C3765	cembrene	cembrene	6430770
C6027	p-mentha-3-en-8-ol	p-mentha-3-en-8-ol	6430773
C3992	cis-piperitone epoxide	cis-piperitone epoxide	6430796
C4163	dehydro-sesquicineole	dehydro-sesquicineole	6430797
C7131	trans-piperitone oxide	trans-piperitone oxide	6430800
C6110	pentyl 2-methyl-2-butenoate	pentyl 2-methyl-2-butenoate	6430804
C5635	myrcenone*	myrcenone	6430826
C5757	neryl-n-heptanoate	neryl-n-heptanoate	6430829
C1307	(z)-phytol	(Z)-phytol	6430833
C6892	vulgarone	vulgarone	6430834
C6715	trans-ocimenol	trans-ocimenol	6430998
C3080	alpha?-cedrene	alpha-cedrene	6431015
C705	linalool propanoate	linalool propanoate	6431132
C3870	cis-chrysanthenyl acetate	cis-chrysanthenyl acetate	6431301
C6758	trans-sabinenehydrate	trans-sabinenehydrate	6431628
C575	gamma-eudesmol	gamma-eudesmol	6432005
C1659	13-epi-manoyl oxide	13-epi-manoyl oxide	6432025
C6903	ylangene	ylangene	6432119
C4276	dihydroactinidolide	dihydroactinidolide	6432173
C213	abietatriene	abietatriene	6432211
C7115	trans-chrysanthemal	trans-chrysanthemal	6432223
C5134	isomenthyl acetate	isomenthyl acetate	6432225
C616	hedycaryol	hedycaryol	6432240
C1004	(e)-linalool oxide	(E)-linalool oxide	6432254
C4638	fragranol	fragranol	6432285
C6683	trans-isopulegone	trans-isopulegone	6432305
C573	gamma-elemene	gamma-elemene	6432312
C570	gamma-cadinene	gamma-cadinene	6432404
C5353	longiborneol	longiborneol	6432447
C1040	(e)-thujone	(E)-thujone	6432452
C4575	eudesm-7(11)-en-4-ol	eudesm-7(11)-en-4-ol	6432454
C3931	cis-menthone	cis-menthone	6432469
C3670	carvotanacetone	carvotanacetone	6432475
C4794	germacrone	germacrone	6436348
C5771	neryl valerate	neryl valerate	6436375
C993	(e)-isomyristicin	(E)-isomyristicin	6436484
C5268	lantadene a	lantadene a	6436598
C3134	apritone	apritone	6437428
C588	geranyl 2-methylbutyrate	geranyl 2-methylbutyrate	6437648
C6271	reduced lantadene a	reduced lantadene a	6438155
C4894	hexenyl acetate	hexenyl acetate	6438320
C6840	valerenic acid	valerenic acid	6440940
C7155	valerenal	valerenal	6440942
C4085	curdione	curdione	6441391
C4645	furanodienone	furanodienone	6442374
C5526	methyl hexadecadienoate	methyl hexadecadienoate	6443015
C5866	octenol	octenol	6443047
C4351	dodecenol	dodecenol	6443191
C947	(e)-beta-santalol	(E)-beta-santalol	6450269
C4735	geranyl-n-heptanoate	geranyl-n-heptanoate	6450452
C341	beta-gurjunene	beta-gurjunene	6450812
C6887	vitispirane	vitispirane	6450832
C6434	solanone	solanone	6451337
C3075	alpha thujene	alpha thujene	6451618
C5220	junenol	junenol	6452077
C2950	alpha-cyperone	alpha-cyperone	6452086
C6708	trans-myrtanol	trans-myrtanol	6452351
C6387	Sesquiterpene	Sesquiterpene	6473767
C3908	cis-lanceol	cis-lanceol	6536796
C946	(e)-beta-ocimene epoxide	(E)-beta-ocimene epoxide	6538431
C5720	neo-isopulegol	neo-isopulegol	6553885
C4429	epi-cedrol	epi-cedrol	6713078
C3831	cis-alpha-santalol	cis-alpha-santalol	6857559
C3403	beta-santalol	beta-santalol	6857681
C3182	avocadenofuran	avocadenofuran	6857792
C3185	avocadynofuran	avocadynofuran	6857797
C3237	beta- elemene	beta-elemene	6918391
C6648	trans-carvyl acetate	trans-carvyl acetate	6951358
C338	beta-fenchol	beta-fenchol	6973643
C6332	sclareol oxide	sclareol oxide	7057250
C1032	(e)-rose? oxide	(E)-rose oxide	7093102
C531	epi-globulol	epi-globulol	7308311
C3758	cedrane	cedrane	9548702
C4464	eremophilane	eremophilane	9548704
C598	germacrene a	germacrene a	9548706
C2812	aliphatics	aliphatics	9582190
C7154	valencene	valencene	9855795
C6845	valerianol	valerianol	9859337
C824	(3Z)-hexenol	(3Z)-hexenol	10057450
C3996	cis-pulegol	cis-pulegol	10080594
C315	beta-bisabolene	beta-bisabolene	10104370
C2390	4-isopropylsalicylaldehyde	4-isopropylsalicylaldehyde	10149024
C2376	4-hydroxy-beta-ionone	4-hydroxy-beta-ionone	10176665
C789	(+)-beta-pinene	(+)-beta-pinene	10290825
C3061	alpha -cadinol	alpha-cadinol	10398656
C5095	isocurcumenol	isocurcumenol	10399139
C6985	oplopanone	oplopanone	10466745
C4943	humulene? epoxide? ii	humulene epoxide ii	10704181
C205	7-epi-alpha-selinene	7-epi-alpha-selinene	10726905
C6643	trans-calamenen-10-ol	trans-calamenen-10-ol	10798883
C3137	ar-curcumen-15-al	ar-curcumen-15-al	10846393
C272	alpha-selinene	alpha-selinene	10856614
C3090	ambrox	ambrox	10857465
C646	hinesol	hinesol	10878761
C794	(+)sabinene	(+)-sabinene	10887971
C352	beta-santalene	beta-santalene	10889018
C1658	13-epi-manool	13-epi-manool	10891602
C758	(-)-alloaromadendrene	(-)-alloaromadendrene	10899740
C791	(+)-ledene	(+)-ledene	10910653
C5379	maaliol	maaliol	10944069
C3326	beta-elemenone	beta-elemenone	10955018
C4363	drimenal	drimenal	10955102
C5292	liguloxide	liguloxide	10955170
C6991	patchouli alcohol	patchouli alcohol	10955174
C5121	isoitalicene	isoitalicene	10987385
C5000	iso-isopulegol	iso-isopulegol	11008146
C5832	occidol	occidol	11020369
C4283	dihydroartemisinic acid	dihydroartemisinic acid	11020893
C1243	(z)-beta-santalol	(Z)-beta-santalol	11031396
C5470	methyl (e)-2-octenoate	methyl (E)-2-octenoate	11040937
C783	(-)sabinene	(-)-sabinene	11051711
C6143	pethybrene	pethybrene	11052748
C60	(z)-alpha-santalol	(Z)-alpha-santalol	11085337
C787	(+)-aromadendrene	(+)-aromadendrene	11095734
C527	epi-beta-santalene	epi-beta-santalene	11106484
C323	beta-cedrene	beta-cedrene	11106485
C3913	cis-linalool oxide	cis-linalool oxide	11116492
C3141	ar-himachalene	ar-himachalene	11117119
C5128	isolongifolene	isolongifolene	11127402
C3069	alpha -zingiberene	alpha-zingiberene	11127403
C5827	occidentalol	occidentalol	11138655
C5009	isoabienol	isoabienol	11220007
C4065	cubebol*	cubebol	11276107
C7139	trans-theaspirane	trans-theaspirane	11298500
C4918	hinesene	hinesene	11310242
C691	kessane	kessane	11310616
C6331	sclarene	sclarene	11323257
C6510	tetrahydroaplotaxene	tetrahydroaplotaxene	11413696
C5385	mayurone	mayurone	11481130
C2203	3-methyl-3-butenal	3-methyl-3-butenal	11622328
C1119	(z)-1-propenyl sec-butyl disulfide	(Z)-1-propenyl sec-butyl disulfide	11636857
C4165	dehydroabietal	dehydroabietal	11694869
C1367	1-bisabolone	1-bisabolone	11736155
C6326	sativene	sativene	11830550
C2972	alpha-himachalene	alpha-himachalene	11830551
C4448	epiglobulol	epiglobulol	11858788
C4058	cryptomerione	cryptomerione	11964091
C1147	(z)-3-dodecenoic acid	(Z)-3-dodecenoic acid	11966238
C6575	torreyol	torreyol	11990360
C7161	viridiflorol	viridiflorol	11996452
C530	epi-cubenol	epi-cubenol	12046149
C4838	heneicosanal	heneicosanal	12052911
C1238	(z)-beta-ionone	(Z)-beta-ionone	12224082
C3862	cis-carvotanacetol	cis-carvotanacetol	12233170
C4017	cis-totarol	cis-totarol	12281309
C4536	ethyl methylthioacetate	ethyl methylthioacetate	12284386
C7104	trans-beta-bergamotene	trans-beta-bergamotene	12300069
C3254	beta-bergamotene	beta-bergamotene	12300073
C1668	14-hydroxy-9-epi-caryophyllene	14-hydroxy-9-epi-caryophyllene	12300118
C835	(?)-epi-beta -bisabolol	(-)-epi-beta-bisabolol	12300148
C4401	endo-1-bourbonanol	endo-1-bourbonanol	12301996
C3268	beta-bulnesene	beta-bulnesene	12302131
C4823	guaioxide	guaioxide	12302138
C3269	beta-cadinol	beta-cadinol	12302231
C5079	isocalamendiol	isocalamendiol	12302240
C237	alpha-calacorene	alpha-calacorene	12302243
C3304	beta-costol	beta-costol	12304104
C2623	7-epi-alpha-eudesmol	7-epi-alpha-eudesmol	12304196
C2358	4-epi-cubebol	4-epi-cubebol	12304217
C4709	gamma -curcumene	gamma-curcumene	12304273
C5203	isoshyobunone	isoshyobunone	12304470
C6452	sylvestrene	sylvestrene	12304570
C1315	(z)-thujone	(Z)-thujone	12304612
C6220	preisocalamendiol	preisocalamendiol	12305705
C6929	zizanene	zizanene	12306046
C3078	alpha—muurolene	alpha-muurolene	12306047
C235	alpha-cadinene	alpha-cadinene	12306048
C2863	alpha-amyrenone	alpha-amyrenone	12306155
C4126	cyperotundone	cyperotundone	12308615
C470	Cyperene	Cyperene	12308843
C1234	(z)-beta-damascenone	(Z)-beta-damascenone	12309006
C4355	dolabradiene	dolabradiene	12309316
C491	delta-elemene	delta-elemene	12309449
C4465	eremophilene	eremophilene	12309744
C4632	filifolone	filifolone	12309890
C584	geijerene	geijerene	12310053
C5130	isolongifolol	isolongifolol	12311096
C5614	mustakone	mustakone	12313013
C577	gamma-muurolene	gamma-muurolene	12313020
C6313	sandaracopimarinol	sandaracopimarinol	12314286
C5036	isoascaridole	isoascaridole	12314661
C6754	trans-pulegol	trans-pulegol	12314755
C6275	rimuene	rimuene	12314971
C6598	trans-4-thujanol	trans-4-thujanol	12315149
C6776	trans - sabinene hydrate	trans-sabinene hydrate	12315151
C4023	cis - sabinene hydrate	cis-sabinene hydrate	12315152
C443	cis-sabinol	cis-sabinol	12315160
C354	beta-sesquiphellandrene	beta-sesquiphellandrene	12315492
C4988	ipsenone	ipsenone	12402006
C4520	ethyl 5-hydroxyhexanoate	ethyl 5-hydroxyhexanoate	12429702
C786	(+)-alpha-thujene	(+)-alpha-thujene	12444324
C2797	acorenone	acorenone	12480741
C6751	trans-piperitone epoxide	trans-piperitone epoxide	12492569
C5204	isothujanol	isothujanol	12558032
C5764	neryl hexanoate	neryl hexanoate	12571389
C5961	p-menth-1-en-7-ol	p-menth-1-en-7-ol	12642427
C2516	5-methyl-5-hepten-2-one	5-methyl-5-hepten-2-one	12663436
C1730	2-decylfuran	2-decylfuran	12762300
C1744	2-ethyl-3-methylnaphthalene	2-ethyl-3-methylnaphthalene	13070203
C3482	bisabolol oxide a	bisabolol oxide a	13092559
C4647	furanogermenone	furanogermenone	13118284
C6925	zingiberenol	zingiberenol	13213649
C4302	dihydroencecalin	dihydroencecalin	13721211
C3962	cis-p-menth-2-en-7-ol	cis-p-menth-2-en-7-ol	13747942
C780	(-) -spathulenol	(-)-spathulenol	13854255
C1608	10-acetoxyneryl acetate	10-acetoxyneryl acetate	13857176
C179	3-thujopsanone	3-thujopsanone	13893399
C359	bicyclogermacrene	bicyclogermacrene	13894537
C76	(z)-p-menth-2-en-1-ol	(Z)-p-menth-2-en-1-ol	13918681
C6412	silphin-1-ene	silphin-1-ene	13919649
C5164	isopimaradiene	isopimaradiene	13969536
C5774	nezukol	nezukol	13969544
C3442	beta?curcumene	beta-curcumene	14014430
C4856	hepten-2-ol	hepten-2-ol	14015996
C2868	alpha-barbatene	alpha-barbatene	14037349
C4686	gamma-humulene	gamma-humulene	14038477
C4669	gamma-calacorene	gamma-calacorene	14038842
C3377	beta-oplopenone	beta-oplopenone	14038847
C685	isospathulenol	isospathulenol	14038848
C4124	cyperol	cyperol	14076601
C2550	6-camphenone	6-camphenone	14088350
C771	(-)-italicene ether	(-)-italicene ether	14105916
C2501	5-hydroxy-p-menth-6-en-2-one	5-hydroxy-p-menth-6-en-2-one	14106048
C3253	beta-barbatene	beta-barbatene	14109421
C4333	dipropyl pentasulfide	dipropyl pentasulfide	14123238
C5565	methyl perillate	methyl perillate	14159029
C6406	sibirene	sibirene	14167644
C4079	curcumanolide a	curcumanolide a	14191393
C4083	curcumol	curcumol	14240392
C5918	p-coumaryl acetate	p-coumaryl acetate	14320459
C7034	premnaspirodiene	premnaspirodiene	14355861
C875	(e)-2-methyl-2-butenyl angelate	(E)-2-methyl-2-butenyl angelate	14446957
C3424	beta-vetivenene	beta-vetivenene	14475467
C4990	ishwarane	ishwarane	14619932
C3055	alpha-turmerone	alpha-turmerone	14632996
C4240	deodarone	deodarone	14657303
C72	(z)-myroxide	(Z)-myroxide	14701631
C660	isobazzanene	isobazzanene	14830703
C2458	4(14)-salvialen-1-one	4(14)-salvialen-1-one	15118057
C3439	beta farnesene	beta farnesene	15228937
C3401	beta-santaldiol	beta-santaldiol	15276127
C2805	albene	albene	15558667
C605	germacrene-b	germacrene-b	15559495
C1285	(z)-lanceol	(Z)-lanceol	15560069
C5269	lantadene b	lantadene b	15560077
C4828	gurjunene	gurjunene	15560275
C256	alpha-gurjunene	alpha-gurjunene	15560276
C6341	Selin-11-en--4alpha-ol	Selin-11-en-4alpha-ol	15560330
C2495	5-epi-paradisol	5-epi-paradisol	15560332
C4985	intermedeol	intermedeol	15560333
C4166	dehydroabietol	dehydroabietol	15586718
C5970	p-menth-2-en-8-ol	p-menth-2-en-8-ol	15593948
C6888	vitispirane a	vitispirane a	15624540
C5214	italicene	italicene	15690922
C4634	flavesone	flavesone	15800949
C2813	alismol	alismol	15934381
C1163	(z)-3-hexenyl angelate	(Z)-3-hexenyl angelate	16220109
C6709	trans-myrtanyl acetate	trans-myrtanyl acetate	16656318
C5230	kaurene	kaurene	16667389
C3510	bulnesene	bulnesene	16679399
C2655	8-acetoxylinalool	8-acetoxylinalool	17755054
C3983	cis-pinane	cis-pinane	17755566
C2178	3-mercaptohexylacetate	3-mercaptohexylacetate	17774879
C6157	phenoxy ethanol	phenoxy ethanol	17848643
C2214	3-methylamyl methacrylate	3-methylamyl methacrylate	18361659
C1036	(E)-sesquisabinene hydrate	(E)-sesquisabinene hydrate	20055539
C5979	p-menth-6-en-3-one	p-menth-6-en-3-one	21069710
C6219	pregeijerene	pregeijerene	21160126
C4463	eremoligenol	eremoligenol	21591456
C3834	cis-arbusculone	cis-arbusculone	21630868
C7053	santolinyl acetate	santolinyl acetate	21630872
C2803	agarospirol	agarospirol	21675005
C6165	phenyl ethyl butyrate	phenyl ethyl butyrate	22012775
C3494	bornyl 2-methylbutyrate	bornyl 2-methylbutyrate	22082179
C4316	dimethoxycoumarin	dimethoxycoumarin	22114756
C1754	2-ethylhexenol	2-ethylhexenol	22116484
C3724	caryophylladienol i	caryophylladienol i	22212001
C6805	trimethylindoline	trimethylindoline	22266808
C5841	octadecadienyl acetate	octadecadienyl acetate	22292269
C4901	hexyl angelate	hexyl angelate	22297788
C4933	humulene epoxide	humulene epoxide	22559443
C1849	2-methylbutylacetate	2-methylbutylacetate	22716858
C663	isobornyl formate	isobornyl formate	23623868
C6395	sh1	sh1	24794391
C5119	isohumulene	isohumulene	24798696
C7103	trans-alpha-bisabolene	trans-alpha-bisabolene	24798703
C4955	hydroxy calamenene	hydroxy calamenene	24970829
C6385	sesquisabinene	sesquisabinene	25202482
C4203	delta-cuprenene	delta-cuprenene	25202927
C3364	beta-longipinene	beta-longipinene	25203064
C7041	rotundene	rotundene	25203405
C357	beta-ylangene	beta-ylangene	25244198
C4781	germacrene c	germacrene c	25244915
C229	alpha-aromadendrene	alpha-aromadendrene	42608156
C223	allo-aromadendrene	allo-aromadendrene	42608158
C7049	salvial-4(14)-en-1-one	salvial-4(14)-en-1-one	42608172
C6181	phyllocladanol	phyllocladanol	44237348
C4303	dihydroeudesmol	dihydroeudesmol	44559303
C6182	phyllocladene	phyllocladene	44559813
C6413	silphinene	silphinene	44567200
C5098	isocyperol	isocyperol	44576209
C3022	alpha-santaldiol	alpha-santaldiol	44583958
C6920	zedoarol	zedoarol	46173920
C1619	10-epi-cubebol	10-epi-cubebol	46187190
C6282	sa2	sa2	53245653
C6038	p-menthadienol	p-menthadienol	53249447
C6391	sesquithujene	sesquithujene	53359349
C540	ethyl dodecenoate	ethyl dodecenoate	53401860
C6100	pentadecenoic acid	pentadecenoic acid	53887649
C358	bicycloelemene	bicycloelemene	56842786
C2631	7-epi-sesquithujene	7-epi-sesquithujene	56927990
C1207	(z)-6-pentadecen-2-one	(Z)-6-pentadecen-2-one	56936219
C3302	beta-copaene*	beta-copaene	57339298
C5118	isohibaene	isohibaene	59284349
C5124	isoleptospermone	isoleptospermone	59518515
C4472	estragole (methyl chavicol)	estragole (methyl chavicol)	66957732
C7075	terpinen-4-ol acetate	terpinen-4-ol acetate	68749986
C1380	1-cyclohexenylmethylketone	1-cyclohexenylmethylketone	69688560
C5409	menthyl chavicol	menthyl chavicol	70235324
C6615	trans-arbusculone	trans-arbusculone	70555932
C244	alpha-copaene	alpha-copaene	70678558
C5840	octadecadienol	octadecadienol	71317672
C3985	cis-pinene	cis-pinene	71400046
C6321	santalone	santalone	71438766
C5897	oxidohimachalene	oxidohimachalene	71439330
C6272	reduced lantadene b	reduced lantadene b	71699285
C6396	sh2	sh2	72943177
C197	6-hydroxycarvotanacetone	6-hydroxycarvotanacetone	72993385
C6397	sh3	sh3	73010392
C5848	octadienyl formate	octadienyl formate	73472835
C5099	isodaucene	isodaucene	73809332
C6893	vulgarone a	vulgarone a	73809947
C776	(-)-pacifigorgiol	(-)-pacifigorgiol	73828281
C2632	7-epi-silphiperfol-5-ene	7-epi-silphiperfol-5-ene	74819460
C5051	isobornyl isovalerate	isobornyl isovalerate	76957121
C1960	2-propenylpropyltrisulfide	2-propenylpropyltrisulfide	77068263
C5358	longifolol	longifolol	78265163
C2196	3-methyl-2-butenylacetate	3-methyl-2-butenylacetate	78442153
C3132	apodophyllone	apodophyllone	85768975
C6461	teresantalal	teresantalal	85861298
C5768	neryl methacrylate	neryl methacrylate	87359211
C877	(e)-2-methyl-2-butenyl methacrylate	(E)-2-methyl-2-butenyl methacrylate	88242027
C4630	filifolide a	filifolide a	90472998
C3885	cis-dihydroagarofuran	cis-dihydroagarofuran	90478975
C3360	beta-isocomene	beta-isocomene	90658163
C6741	trans-pinane	trans-pinane	91015300
C876	(e)-2-methyl-2-butenyl isobutyrate	(E)-2-methyl-2-butenyl isobutyrate	91691590
C6841	valerenol	valerenol	91699505
C3485	bisabolone oxide a	bisabolone oxide a	91700388
C850	(e)-1-propenyl sec-butyl disulfide	(E)-1-propenyl sec-butyl disulfide	91704044
C4061	cubeban-11-ol	cubeban-11-ol	91704131
C689	italicene epoxide	italicene epoxide	91704566
C399	caryophyllenyl alcohol	caryophyllenyl alcohol	91704770
C4116	cycloseychellene	cycloseychellene	91711829
C4127	cyprotene	cyprotene	91715050
C606	germacrene-d	germacrene-d	91723653
C6231	prezizaene	prezizaene	91746458
C6090	patchoulene	patchoulene	91746471
C3675	caryolan-8-ol	caryolan-8-ol	91746499
C3848	cis-cadin-4-en-7-ol	cis-cadin-4-en-7-ol	91746528
C6691	trans-longipinanol	trans-longipinanol	91746582
C4438	epi-longipinanol	epi-longipinanol	91746617
C4012	cis-threo-davanafuran	cis-threo-davanafuran	91746618
C4297	dihydroedulan i	dihydroedulan i	91746670
C5246	khusinol acetate	khusinol acetate	91746699
C6226	presilphiperfol-7-ene	presilphiperfol-7-ene	91746704
C4168	dehydroaromadendrene	dehydroaromadendrene	91746711
C224	allo-aromadendrene epoxide	allo-aromadendrene epoxide	91746712
C3116	anastreptene	anastreptene	91746864
C528	epi-bicyclosesquiphellandrene	epi-bicyclosesquiphellandrene	91747125
C1651	11-norbourbonan-1-one	11-norbourbonan-1-one	91747141
C7098	torilenol	torilenol	91747180
C4063	cubebene	cubebene	91747196
C5355	longicamphenylone	longicamphenylone	91747202
C6875	viridifloral	viridifloral	91747203
C1039	(e)-sesquithujene-12-ol	(E)-sesquithujene-12-ol	91747204
C4832	helifolen-12-al	helifolen-12-al	91747205
C7166	y-curcumenal	y-curcumenal	91747206
C2498	5-guaiene-11-ol	5-guaiene-11-ol	91747222
C4926	humuladienol	humuladienol	91747316
C6228	presilphiperfolan-8-ol	presilphiperfolan-8-ol	91747319
C6422	silphiperfol-6-ene	silphiperfol-6-ene	91747320
C6416	silphiperfol-5-en-3-ol a	silphiperfol-5-en-3-ol a	91747331
C6417	silphiperfol-5-en-3-ol b	silphiperfol-5-en-3-ol b	91747332
C1690	15-nor-labdan-8-ol	15-nor-labdan-8-ol	91747372
C1623	10-epi-italicene ether	10-epi-italicene ether	91747401
C6328	savial-4(14)-en-1-one	savial-4(14)-en-1-one	91747416
C6087	paradisiol	paradisiol	91747420
C832	(?) italicene ether	(-) italicene ether	91747468
C1037	(e)-sesquithujen-12-al	(E)-sesquithujen-12-al	91747475
C4837	helifolen-15-al	helifolen-15-al	91747477
C2461	4(15)-dehydroglobulol	4(15)-dehydroglobulol	91747483
C3613	campherenol	campherenol	91747494
C5081	isocalamenediol	isocalamenediol	91747826
C4573	eudesm-3-en-7-ol	eudesm-3-en-7-ol	91747872
C3633	capnellane-8-one	capnellane-8-one	91747914
C392	caryophylladienol	caryophylladienol	91747928
C5209	isotorquatone	isotorquatone	91748026
C2554	6-epi-cubenol	6-epi-cubenol	91748041
C6863	verboccidentafuran	verboccidentafuran	91748415
C360	bicyclovetivenol	bicyclovetivenol	91748522
C1282	(z)-isomyristicin	(Z)-isomyristicin	91748544
C4388	elemenal	elemenal	91748583
C5139	isomustakone	isomustakone	91748747
C6891	vulgarol b	vulgarol b	91748781
C374	calamusenone	calamusenone	91748856
C5240	khusian-2-ol	khusian-2-ol	91748874
C3117	androencecalinol	androencecalinol	91748878
C1654	12-nor-caryophyll-5-en-2-one	12-nor-caryophyll-5-en-2-one	91748882
C508	dimyrcene ii-a	dimyrcene ii-a	91749731
C3857	cis-calamenen-10-ol	cis-calamenen-10-ol	91749818
C3505	bourbon-11-ene	bourbon-11-ene	91749842
C4574	eudesm-4(15)-ene-6-ol	eudesm-4(15)-ene-6-ol	91749965
C1041	(e)-thujopsene	(E)-thujopsene	91749973
C5113	isogeijerene	isogeijerene	91749984
C5599	mintoxide	mintoxide	91750040
C6392	sesquithuriferol	sesquithuriferol	91750097
C452	clovenol	clovenol	91750143
C3777	chrysanthenone epoxide	chrysanthenone epoxide	91750184
C6421	silphiperfol-6-en-5-one	silphiperfol-6-en-5-one	91750907
C3886	cis-dihydrocarveol	cis-dihydrocarveol	91751321
C1609	10-acetoxyneryl isobutyrate	10-acetoxyneryl isobutyrate	91751358
C6562	thymyl methacrylate	thymyl methacrylate	91751360
C5321	linalool oxide acetate	linalool oxide acetate	91751387
C371	cadinol	cadinol	91752279
C4436	epi-laurenene	epi-laurenene	91752736
C5031	isoaromadendrene	isoaromadendrene	91752786
C1250	(z)-calacorene	(Z)-calacorene	91753138
C1394	1-epi-cubebol	1-epi-cubebol	91753170
C529	epi-cubebol	epi-cubebol	91753433
C2764	abienol	abienol	91753529
C5034	isoaromadendrene oxide	isoaromadendrene oxide	91753590
C5200	isorotundene	isorotundene	91753591
C5221	junicedranol	junicedranol	91753598
C2555	6-epi-shyobunone	6-epi-shyobunone	91753639
C6305	salviadienol	salviadienol	91753726
C4983	indipone	indipone	91753729
C4927	humuladienone	humuladienone	101297706
C3400	beta-santalal	beta-santalal	101449606
C3365	beta-maaliene	beta-maaliene	101596917
C5825	occidenol	occidenol	122201253
C4572	eudesm-3-en-6-ol	eudesm-3-en-6-ol	129738008
C4682	gamma-eudesmol acetate	gamma-eudesmol acetate	129864076
C250	alpha-eudesmol acetate	alpha-eudesmol acetate	129864112
C1715	2-butenyl angelate	2-butenyl angelate	129886997
C3183	avocadienofuran	avocadienofuran	131751100
C4621	faurinone	faurinone	131752034
C4218	delta-patchoulene	delta-patchoulene	131752045
C2489	5-cedranone	5-cedranone	134158890
